,NCT_ID,Any_women,Enrolls.18.45,Reason,Either,official_title,summary,gender,minimum_age,maximum_age,criteria,Check
11,NCT00898807,1,0,"The trial does not specify gender restrictions, so women can enroll. However, it is for Alzheimer's disease, which typically affects older adults, and there is no indication that it includes people aged 18-45.",TRUE,A Multi-Center Randomized Placebo-Controlled Clinical Trial Study of Citalopram for the Treatment of Agitation in Alzheimer's Disease,The purpose of this study is to evaluate the safety and efficacy of citalopram for agitation in Alzheimer's dementia.,All,N/A,N/A,"Inclusion criteria~Probable Alzheimer's disease (National Institute of Neurological and Communicative Disorders and Stroke and the Alzheimer's Disease and Related Disorders Association criteria), with Mini-Mental score of 5-28 inclusive~A medication for agitation is appropriate, in the opinion of the study physician~Clinically significant agitation for which either~the frequency of agitation as assessed by the Neuropsychiatric Inventory (NPI) is 'Very frequently', or~the frequency of agitation as assessed by the NPI is 'Frequently' AND the severity of the agitation as assessed by the NPI is 'Moderate', or 'Marked'~Provision of informed consent for participation in the study by patient or surrogate (if necessary) and caregiver~Availability of primary caregiver, who spends several hours a week with the patient and supervises his/her care, to accompany the patient to study visits and to participate in the study~No change to Alzheimer's disease (AD) medications within the month preceding randomization, including starting, stopping, or dosage modifications~Exclusion criteria~Meets criteria for Major Depressive Episode by Diagnostic and Statistical Manual of Mental Disorders, 4th edition, text revision (DSM-IV (TR)) criteria~Presence of a brain disease that might otherwise explain the presence of dementia, such as extensive brain vascular disease, Parkinson's disease, dementia with Lewy bodies, traumatic brain injury, or multiple sclerosis~Psychosis (delusions or hallucinations) requiring antipsychotic treatment in the opinion of the study physician~Prolonged measure of the time between the start of the Q wave and the end of the T wave in the heart's electrical cycle (QT interval)~Treatment with citalopram is contraindicated in the opinion of the study physician~Failure of past treatment with citalopram for agitation after adequate trial at a minimally accepted dose (greater than or equal to 20 mg/day)~Treatment with a medication that would prohibit the safe concurrent use of citalopram, such as Monoamine oxidases (MAO) inhibitors~Need for psychiatric hospitalization or suicidal~Current participation in a clinical trial or in any study that may add a significant burden or affect neuropsychological or other study outcomes~Current treatment with antipsychotics, anticonvulsants (other than dilantin), other antidepressants (other than trazodone, less than or equal to 50 mg per day at bedtime), benzodiazepines (other than lorazepam), or psychostimulants~Any condition that, in the opinion of the study physician, makes it medically inappropriate or risky for the patient to enroll in the trial",1
12,NCT01734447,1,0,"The trial enrolls children with bone age below 14 years in boys and 12 years in girls, thus excluding adults aged 18-45.",TRUE,Discontinued Administration (6 Months a Year) of Growth Hormone to Children With Very Short Stature and Having Suffered From Intrauterine Growth Retardation: Safety and Effect on Growth of Long-term Therapy,This trial is conducted in Europe. The aim of this trial is to assess the safety of long-term growth hormone treatment in growth-retarded children with intrauterine growth retardation (IUGR) enrolled in trial GHRETARD/F/1/F.,All,N/A,N/A,Inclusion Criteria:~Patients born with IUGR enrolled in trial GHRETARD/F/1/F~Bone age below 14 years in boys and 12 years in girls~Exclusion Criteria:~Bone age above 14 years in boys and 12 years in girls,1
13,NCT01734486,1,0,"The trial enrolls only girls with Turner Syndrome, which includes females but does not include the age range 18-45.",TRUE,Growth Response in Girls With Turner Syndrome During a Three-year GH Treatment Comparing Two Dose Regimens. Identification of Predictive Factors of Growth Response,This trial is conducted in Europe. The aim of the trial is to evaluate growth response of two somatropin dose regimens in girls with Turner Syndrome.,Female,N/A,N/A,"Inclusion Criteria:~Turner syndrome~If age below 3 years, either body height below - 1 SD (standard deviation) with average growth velocity according to chronological age or body height below 0 SD with growth velocity below -1 SD according to chronological age~If age above 3 years, body height below - 1 SD with average growth velocity according to chronological age~Measured parental height available~Written informed consent",1
14,NCT01753102,1,0,"The trial enrolls postmenopausal women only, which excludes women aged 18-45.",TRUE,"EFFICACY AND SAFETY OF SPIL'S ESTRADIOL VAGINAL TABLET, 10 MCG ESTRADIOL IN SUBJECTS WITH VULVAR AND VAGINAL ATROPHY: A RANDOMIZED, OBSERVER BLIND, PARALLEL GROUPS, ACTIVE AND PLACEBO CONTROLLED, CLINICAL ENDPOINT BIOEQUIVALENCE STUDY","Estradiol vaginal tablet is a tablet which hydrates upon contact with moisture, releasing 17ß-estradiol.~The estradiol in estradiol vaginal tablet is chemically and biologically identical to the endogenous human estradiol and is therefore classified as a human estrogen.~The purpose of this study is to demonstrate clinical endpoint bioequivalence of SPIL's Estradiol vaginal tablet, 10mcg estradiol to the reference listed drug (Vagifem®)which is approved and marketed in the US.",Female,N/A,N/A,Inclusion Criteria:~Postmenopausal woman~At least one subject-self-assessed moderate to severe symptom of vulvar and vaginal atrophy~≤ 5% superficial cells on vaginal smear cytology~Vaginal pH > 5.0~Exclusion Criteria:~Consumption of estrogen alone or estrogen/progestin containing drug products.~Allergy to estradiol or related products~History of breast cancer and significant risk factors for endometrial cancer~Abnormal genital bleeding,1
15,NCT00305448,1,0,"The trial enrolls postmenopausal women only, which typically excludes women aged 18-45.",TRUE,"Phase II Study to Evaluate the Efficacy and Tolerability of Fulvestrant 250mg, 250mg (Plus 250mg Loading Regimen) and 500mg in Postmenopausal Women With ER +ve Advanced Breast Cancer Progressing or Relapsing After Previous Endocrine Therapy","This study will assess the relationship between fulvestrant dose and efficacy, and determine the dosing regimen as a second line therapy for Japanese postmenopausal women with oestrogen receptor positive advanced breast cancer.",Female,N/A,N/A,"Inclusion Criteria:~Breast Cancer has continued to grow after having received treatment with an anti-estrogen hormonal treatment such as tamoxifen or an aromatase inhibitor~Requiring hormonal treatment~Postmenopausal women defined as a woman who has stopped having menstrual periods~Exclusion Criteria:~Treatment with more than one previous regimen of systemic anticancer therapy other than endocrine therapy for advanced breast cancer~Treatment with more than one previous regimen of endocrine therapy for advanced breast cancer~An existing serious disease, illness, or condition that will prevent participation or compliance with study procedures",1
16,NCT01408901,0,1,"Pre-menopausal women are excluded due to cyclic estrogen changes influencing progenitor cell levels, but there are no age restrictions that exclude people aged 18-45.",TRUE,PROgenitor Cell Release Plus Exercise to Improve functionaL Performance in PAD: The PROPEL Study,"The PROPEL study will test the hypothesis that GM-CSF combined with supervised treadmill exercise will significantly improve functional performance in patients with PAD more than GM-CSF alone or supervised treadmill exercise alone. In addition to identifying novel therapeutic options for patients with PAD, the current proposal is expected to identify mechanisms by which functional impairment is improved in patients with PAD.",All,N/A,N/A,"Inclusion Criteria:~Participants with an ankle brachial index (ABI) ≤ 0.90 will be eligible for participation.~Participants with an ABI > 0.90 but ≤ 1.00 who experience a 20% drop in ankle pressure after the heel-rise exercise will be eligible.~Participants with an ABI > 0.90 who have medical record evidence of prior lower extremity revascularization and experience a 20% drop in ankle pressure after the heel-rise exercise will be eligible for inclusion.~Participants with an ABI > 0.90 who have medical record evidence of a non-invasive vascular laboratory test result consistent with PAD. Note that a screen-positive test from Lifeline Screening is not sufficient for inclusion in the study.~Exclusion Criteria:~The following exclusion criteria will be initially assessed by telephone:~Below or above-knee amputation.~Wheelchair confinement.~Use of a walking aid other than a cane (i.e. people using walkers).~Non-English speaking.~Significant hearing impairment.~Significant visual impairment.~Diagnosis of Parkinson's disease.~Inability to return to the medical center at the required visit frequency (three times per week).~> Class II New York Heart Association heart failure or angina (symptoms at rest or with minimal exertion).~Any increase in angina pectoris symptoms during the previous 6 months or angina at rest.~Foot ulcer. (Participants with a foot ulcer will be excluded by telephone and/or during a baseline study visit).~Lower extremity revascularization in the last three months or major orthopedic surgery during the previous three months.~Myocardial infarction, stroke, or coronary artery bypass grafting during the previous 3 months.~Major medical illnesses including end stage renal disease requiring dialysis and chronic lung disease requiring oxygen, since these individuals may not be able to adhere to study requirements. Participants who only use oxygen at night may still qualify.~Potential participants who have received G-CSF, GM-CSF, or erythropoietin within the past year will be excluded because these interventions may influence study outcomes independently of the interventions.~Pre-menopausal women will be excluded because cyclic estrogen changes can influence progenitor cell levels.~Potential participants with diabetes and documented proliferative retinopathy will be excluded because GM-CSF may exacerbate this condition.~Potential participants with a history of myeloid malignancy will be excluded because GM-CSF may exacerbate these conditions.~Potential participants who have been treated for late stage cancer during the past three years, since GM-CSF may theoretically activate quiescent cancer cells.~Planned lower extremity revascularization within the next 6 months.~Current participation in another clinical trial. If a participant recently completed a clinical trial, at least three months must have passed before they can be considered for the PROPEL Trial. However, for a clinical trial of stem cell or gene therapy intervention, potential participants will be potentially eligible immediately after the final study visit of the stem cell or gene therapy clinical trial, so long as at least six months has passed since the participant received their final treatment in the stem cell or gene therapy intervention.~Walking for exercise at a level comparable to that targeted in our intervention.~Current participation in or completion of a cardiac rehabilitation program within the last six months.~The following exclusion criteria will be assessed at the time of the study visit or later:~Severe aortic stenosis identified by physical exam at the study visit.~Critical limb ischemia identified by physical exam at the study visit.~Coronary ischemia during exercise, defined as ST segment depression > 1 mm during the baseline exercise treadmill test, with or without associated chest discomfort, without a perfusion stress test demonstrating no reversible ischemia within the previous 3 months.~Left-bundle branch block or significant ST-T wave changes on the baseline ECG without a perfusion stress test demonstrating no reversible ischemia within the previous 3 months.~Stopping during the treadmill stress test for shortness of breath, chest pain, hip pain, knee pain, or another symptom that may not represent ischemic leg pain.~Stopping during the six-minute walk test for symptoms other than ischemic leg symptoms.~Foot ulcer identified at the study visit.~Mini-Mental Status Examination (MMSE) score < 23 or disabling psychiatric disease.~Failure to complete a study run-in period.~Walking impairment due to a cause other than PAD.~In addition to the exclusion criteria listed above, individuals thought to be poorly suited to the intervention (i.e. not a good fit) can be excluded at the discretion of the principal investigator.",1
17,NCT01188551,1,0,"The trial does not specify gender restrictions, so it enrolls any women. However, it is focused on patients undergoing myringotomy and tube placement, which typically involves children, not adults aged 18-45.",TRUE,Pain Management Following Myringotomy and Tube Placement: Intranasal Dexmedetomidine Versus Fentanyl,This is a study to compare intranasal dexmedetomidine to intranasal fentanyl following anesthesia induction in patients undergoing myringotomy and placement of pressure equalization (PE) tubes in providing analgesia and smoothing emergence from general anesthesia.,All,N/A,N/A,Inclusion Criteria:~functional status as assigned by the American Society of Anesthesiology (ASA) classification of I or II (no or minimal co-morbid disease)~patients scheduled for placement of bilateral myringotomy tubes~Exclusion Criteria:~history of allergy to either dexmedetomidine or fentanyl~concomitant use of medications which may exaggerate the HR response of dexmedetomidine including digoxin or β-adrenergic antagonists.,1
18,NCT00949533,1,0,"The trial enrolls participants who are 5 years of age or younger, and it excludes women who are pregnant or planning to get pregnant during the study.",TRUE,"A Phase IIIb, Open-label, Comparative, Randomized Study on Resistance of Influenza A/H1N1 2009 Virus to Treatment With Oseltamivir at Standard Dose Versus Double Dose",This open-label randomized 2 arm study will determine the emergence of viral resistance in participants with seasonal influenza A infection treated with oseltamivir. Eligible participants less than or equal to (</=) 5 years of age will be randomized to receive oseltamivir at either standard dose (30-75 milligrams [mg] orally twice daily [bid]) or double dose (60-150 mg orally bid) for 5 days. Target sample size is greater than (>) 100.,All,1 Year,N/A,"Inclusion Criteria:~positive rapid antigen test for influenza A~onset of symptoms of influenza (fever, at least one respiratory symptom) </=48 hours~Exclusion Criteria:~clinical suspicion of infection with a respiratory virus other than influenza~suspicion of invasive bacterial infection~evidence of poorly controlled underlying disease~known immunosuppression~known allergy to Oseltamivir~women who are pregnant or planning to get pregnant during the study",1
19,NCT00114517,1,0,"The trial enrolls only postmenopausal women, which excludes women aged 18-45.",TRUE,Biologic Response of Menopausal Women to 17B-Estradiol,The purpose of this study is to examine the effects of oral 17B-estradiol (estrogen) on the progression of early (subclinical) atherosclerosis and cognitive decline in healthy postmenopausal women.,Female,N/A,N/A,"Inclusion Criteria:~Women with a serum estradiol level 25 pg/ml or less~No period for 6 months or more~Postmenopausal less than 6 years, OR 10 years or longer~Exclusion Criteria:~Clinical signs, symptoms, or personal history of cardiovascular disease~Women who have had a hysterectomy only and no oophorectomy (since time from menopause cannot be determined)~Diabetes mellitus or fasting serum glucose 140 mg/dL or greater~Uncontrolled hypertension (diastolic blood pressure 110 mmHg or greater)~Thyroid disease (untreated)~Serum creatinine greater than 2.0 mg/dL~Plasma triglyceride levels greater than 500 mg/dL~Life threatening disease with prognosis less than 5 years~Cirrhosis or liver disease~History of deep vein thrombosis or pulmonary embolism~History of breast cancer~Current hormone replacement therapy (HRT)",1
20,NCT00256698,1,0,"The trial enrolls postmenopausal women only, excluding premenopausal women, which means it does not include women aged 18-45.",TRUE,"FACT: Anastrozole Monotherapy Versus Maximal Oestrogen Blockade With Anastrozole and Fulvestrant Combination Therapy; an Open Randomized, Comparative, Phase III Multicentre Study in Postmenopausal Women With Hormone Receptor Positive Breast Cancer in First Relapse After Primary Treatment of Localized Tumor.",The purpose of this study is to determine the efficacy of anastrozole monotherapy versus maximal oestrogen blockade with combinated therapy of fulvestrant and anastrozole compared with in treatment of hormone receptor positive women with first relapse of breast cancer.,Female,N/A,N/A,"Inclusion Criteria:~Signed informed consent, postmenopausal females, histological or cytological confirmed oestrogene and/or progesterone (PgR) receptor positive breast cancer, local recurrence or metastasis~Exclusion Criteria:~Previous systemic endocrine therapy for advanced or recurrent disease; prior fulvestrant therapy~Premenopausal women",1
21,NCT00600106,1,0,"The trial enrolls postmenopausal women only, which typically excludes women aged 18-45.",TRUE,WISE Ancillary Study Data Analyses: Efficacy of Hormone Replacement on Myocardial Ischemia in Postmenopausal Women With Normal/Minimal Coronary Artery Disease: Data Analysis,"The goal of the main trial was to evaluate the effect of low dose hormone replacement therapy with 1 mg norethindrone/10mcg ethinyl estradiol in postmenopausal women with a history of chest discomfort, myocardial ischemia and no obstructive CAD. For the purposes of this study as a core lab coordinating center, the investigators will be performing P31 MRS core lab analyses; hormone core lab analyses; lipid core lab analyses; glucose, insulin and HOMA core lab analyses; exercise stress test/Holter monitor core lab analyses; brachial artery reactivity test core lab analyses; full study data analyses for manuscript preparation and the writing and submission and publication of manuscript.~The main trial duration: December 1999 - May 2003.~The ancillary data analysis project duration: April 2006 - March 2010.",Female,N/A,N/A,"Inclusion Criteria~Postmenopausal WISE and nonWISE study participants~Normal/minimally diseased coronary arteries (<50% luminal diameter stenosis in all epicardial coronary arteries) within 36 months of ancillary study entry and no intercurrent MI, PTCA, CABG~Any one (or multiple) of the following criteria suggestive of myocardial ischemia within 36 months of ancillary study entry:~Abnormal P-31 magnetic resonance spectroscopy (a fall in quantitative PCr/ATP ratio >15% from control) performed at a WISE or nonWISE site~Positive exercise stress test (> or = 1mm horizontal or downsloping, or > or =1.5mm upsloping ST segment depression measured 0.08 msec after the J point), performed and/or interpretated by a WISE or WISE ancillary ancillary trial investigator~Reversible stress radionuclide perfusion defect > equivocal and not attributable to breast/imaging artifact. performed as part of the WISE protocol~Coronary artery flow reserve <2.25 performed. as part of using the WISE protocol~No contraindications to 12 weeks of FemHRT or hormone replacement therapy~Normal mammogram and pelvic exam (including PAP smear for those with an intact uterus) within 12 months of study entry~Documented normal liver function testing (SGOT) within 3 months of study entry.~Exclusion Criteria~Documented myocardial infarction, coronary artery bypass surgery or mechanical revascularization~Systolic blood pressure >200 mmHg or diastolic blood pressure >105 mmHg~LDL-cholesterol >190 mg/dl, triglycerides > or = 300 mg/dl~Clinically significant hepatic or renal dysfunction (SGOT more than 1.2 times normal at baseline, serum creatinine >2)~Uncontrolled diabetes mellitus (FBS > or = 225 mg/dl) or new onset diabetes until stabilized~Clinically significant valvular heart disease, dilated cardiomyopathy, or congestive heart failure (NYHA Class IV or severe Class III)~Currently on hormone replacement therapy and unwilling/unable to withdraw treatment prior to study, (participants are eligible for study entry 4-8 weeks following hormone replacement therapy withdrawal, at the discretion of the WISE ancillary trial Principal Investigator)~Previous breast cancer, mammogram suggestive of cancer, or endometrial cancer without hysterectomy~Abnormal uterine bleeding or abnormal Pap smear (SIL I, II or III, carcinoma in situ, or cancer)~Previous deep venous thrombosis, pulmonary embolism, or other thromboembolic disorder.~Alcoholism or drug abuse~Participation in any other investigational drug or device study~Women with elevated diastolic (> or = 90 mm Hg) or systolic (> or = 140 mm Hg) blood pressure, LDL-cholesterol (> or = 160 mg/dl), fasting blood sugar (> or = 130 mg/dl) and women who smoke cigarettes will be told their risk factor levels and referred for evaluation and treatment by their private physician.",1
