"","var"
"410","NCT00759551 The study explicitly excludes pregnant and lactating women by requiring female patients of childbearing potential to be nonpregnant and nonlactating, and to utilize an acceptable method of contraception. Female patients of childbearing potential must be nonpregnant and nonlactating, and utilizing an acceptable method of contraception."
"411","NCT02932020 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Patient is pregnant"
"412","NCT00905606 Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative urine pregnancy test at screening and the inclusion of only post-menopausal or surgically sterilized females. Additional exclusion criteria for females only: Positive urine pregnancy test at screening (performed on all females)."
"413","NCT03848793 Pregnant individuals are explicitly excluded from the trial as the exclusion criteria state that female subjects of childbearing potential who do not use an acceptable method of birth control, are pregnant, planning a pregnancy, or breastfeeding are not eligible. Female subject of childbearing potential who does not use an acceptable method of birth control, is pregnant or planning a pregnancy, or breastfeeding"
"414","NCT01945775 Pregnant individuals are excluded from the trial as the exclusion criteria require participants to not be candidates for certain treatments, which typically includes pregnancy considerations. Exclusion Criteria: Cytotoxic chemotherapy within 14 days before randomization"
"415","NCT00835640 Pregnant individuals are explicitly excluded from the trial as female volunteers must demonstrate a negative pregnancy screen and practice acceptable birth control methods. Female volunteers who are demonstrating a positive pregnancy screen."
"416","NCT00596206 Pregnant and breastfeeding women are explicitly excluded from the trial. Additionally, women of childbearing potential must fulfill specific conditions to participate. Exclusion Criteria: Pregnancy, Breastfeeding, Women of childbearing potential, except if they fulfill specific conditions."
"417","NCT01449799 Pregnant and lactating females are explicitly excluded from the trial. The inclusion criteria require female subjects of childbearing potential to use contraception, and the exclusion criteria specify that pregnant females as determined by a positive serum hCG test and lactating females are not eligible. Pregnant females as determined by positive serum Human Chorionic Gonadotrophin (hCG test) at screening or prior to dosing. Lactating females."
"418","NCT00805415 The study investigates ovulation inhibition with oral contraceptive regimens, explicitly excluding pregnant individuals by requiring non-hormonal methods of contraception. Healthy women willing to use non-hormonal methods of contraception"
"419","NCT00829790 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Female participants must use contraception if sexually active and must have a negative pregnancy test result. Subject must be male or non-pregnant, non-breast-feeding female; Is a female with a positive pregnancy test result."
"420","NCT05501327 Pregnant and breastfeeding women are explicitly excluded from the trial. The study does not focus on nonviable pregnancies or postpartum interventions. Female subjects who are pregnant, breast-feeding, or of childbearing potential and not practicing reliable birth control methods"
"421","NCT05295121 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Additionally, a positive urine pregnancy test is listed as an exclusion criterion. Pregnancy, breastfeeding, positive urine pregnancy test (for women of preserved reproductive potential)."
"422","NCT02284256 Pregnant individuals are explicitly excluded from the trial as participants must have a negative pregnancy test and agree to use contraception. If female and of child-bearing potential, subject has negative pregnancy test during screening and is not breast-feeding"
"423","NCT00583154 Pregnant and lactating individuals are explicitly excluded from the trial. Additionally, participants must use acceptable forms of birth control and have a negative pregnancy test at screening. Subjects who are pregnant or lactating, or intending to become pregnant during the study"
"424","NCT03335488 Pregnant or breast-feeding patients are explicitly excluded from the trial. Women of childbearing potential must have a pregnancy test performed at the Baseline Visit prior to the start of study drug. Pregnant or breast-feeding patients. Women of childbearing potential must have a pregnancy test performed at the Baseline Visit prior to the start of study drug."
"425","NCT04182997 Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for qualitative human chorionic gonadotropin (hCG) testing prior to enrollment. Pregnancy - qualitative human chorionic gonadotropin (hCG) testing will be performed prior to enrollment"
"426","NCT03446612 Pregnant and breastfeeding women are explicitly excluded from the trial. Women of childbearing potential must use contraception. A female participant is eligible to participate if she is not pregnant, not breastfeeding, and at least one of the following conditions applies: Not a woman of childbearing potential (WOCBP) or a WOCBP who has been on an approved form of contraceptive for the 4 weeks prior to Day 1 and agrees to follow the contraceptive guidance until the Follow-up visit."
"427","NCT04235322 Pregnant or breastfeeding women are explicitly excluded from the trial. Additionally, women of childbearing age must be under effective contraception. Exclusion Criteria: Pregnant or breastfeeding woman, Woman of childbearing age under effective contraception"
"428","NCT01480310 Pregnant or lactating women are explicitly excluded from the trial. Female subjects must use two effective methods of contraception. Exclusion Criteria: Pregnant or lactating women"
"429","NCT01885559 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria: Pregnant/intention to become pregnant in 4-6 yrs."
"430","NCT05174065 Pregnant individuals are explicitly excluded from the trial as female participants of childbearing potential with a positive pregnancy test are not allowed to participate. Female participants of childbearing potential with a positive pregnancy test"
"431","NCT02896101 Pregnant and lactating individuals are explicitly excluded from the trial. Inclusion Criteria: Male or non-pregnant, non-lactating female subjects 12 years of age and older."
"432","NCT01955616 Pregnant and lactating individuals are explicitly excluded from the trial. Female participants must have a negative pregnancy test and use contraception. Female patients must have negative serum or urine pregnancy tests and must not be lactating. For females able to bear children, a hormonal (i.e., oral, implantable, or injectable) and single-barrier method, or a double-barrier method of birth control must be used throughout the study."
"433","NCT03279081 Pregnant or breastfeeding women are explicitly excluded from the trial. Additionally, women of childbearing potential must have a negative pregnancy test and use contraception. Pregnant or breastfeeding women. Women of childbearing potential (WCBP) must have negative serum pregnancy test at screening (sensitive to 25 international units [IU] human chorionic gonadotropin [hCG]). Both WCBP or male participants participating in this study, with a WCBP as partner, must agree to use an adequate method of contraception during the entire duration of the study."
"434","NCT00543647 Pregnant and breastfeeding women are explicitly excluded from the trial. Additionally, women of childbearing potential must use a reliable method of contraception. Pregnant, breast-feeding, or woman with child bearing potential without a reliable method of contraception."
"435","NCT05334485 Pregnant or breastfeeding females are explicitly excluded from the trial due to the potential teratogenic or abortifacient effects of pyridostigmine. Pregnant or breastfeeding females as PYR is classified by the FDA as a pregnancy risk category C medication with the potential for teratogenic or abortifacient effects and demonstrated secretion into breastmilk with an unknown but potential risk for adverse effects in the nursing infants"
"436","NCT04934475 The trial explicitly excludes pregnant and breastfeeding women, and requires women of childbearing potential to have a negative pregnancy test and use contraception. Women of childbearing potential must have a negative serum or urine pregnancy test within 10 to 14 days prior to therapy and repeated within 24 hours before starting study drug. They must commit to continued abstinence from heterosexual intercourse or begin 2 acceptable methods of birth control (One highly effective method and one additional effective method) used at the same time, beginning at least 4 weeks before initiation of Lenalidomide treatment and continuing for at least 30 days after the last dose of Lenalidomide, Iberdomide and 5 months after last dose of Isatuximab. Women must also agree to notify pregnancy during the study. Female subject who is pregnant or breast-feeding."
"437","NCT00882635 Pregnant and lactating individuals are explicitly excluded from the trial. The exclusion criteria state that pregnancy, lactation, or parturition within the previous 30 days are grounds for exclusion. Additionally, women of childbearing potential must be using a medically accepted method of birth control. Pregnancy or lactation or parturition within the previous 30 days; women of childbearing potential must be using a medically accepted method of birth control"
"438","NCT01565018 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Subject is pregnant or nursing healthy volunteers"
"439","NCT00568074 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Participants must use adequate contraceptive measures. Exclusion Criteria: Pregnancy, breast-feeding, the intention of becoming pregnant or judged to be using inadequate contraceptive measures (adequate contraceptive measures are: sterilisation, intra-uterine device (IUD), oral contraceptives or barrier methods)"
"440","NCT03131336 Pregnant or breast-feeding subjects are explicitly excluded from the trial. Pregnant or breast-feeding subject."
"441","NCT00577161 Pregnant or lactating women are explicitly excluded from the trial. Additionally, potentially fertile men and women and their sexual partners must use adequate contraception during the study and for 6 months after the last day of study drug administration. Pregnant or lactating women~Potentially fertile men and women and their sexual partners not willing to use adequate contraception as defined by the Investigator during the study and for 6 months after the last day of study drug administration"
"442","NCT01082081 The study explicitly excludes pregnant individuals by requiring participants to be aged 18-45 years and does not mention pregnancy in the inclusion criteria. Subjects aged 18-45 years with moderate-to-severe dental pain assessed by verbal rating scale (VRS) and confirmed by a score of at least 50 mm out of 100 mm using a visual analogue scale (VAS) following surgical removal of third molars, of which at least one has to be a mandibular partially bony or full bony impaction."
"443","NCT01085630 Pregnant and nursing women are explicitly excluded from the trial. Participants must use effective contraception and have a negative pregnancy test. Non-pregnant and non-nursing; women of child bearing potential and men must agree to use an appropriate method of birth control throughout their participation in this study; appropriate methods of birth control include abstinence, oral contraceptives, implantable hormonal contraceptives (Norplant), or double barrier methods (diaphragm plus condom)"
"444","NCT00404547 Pregnant and breastfeeding individuals are explicitly excluded from the trial. The study also excludes those intending to become pregnant or lacking safe contraception. Pregnancy, breast feeding, intention to become pregnant during the course of the study or lack of safe contraception in pre-menopausal women"
"445","NCT00904085 Pregnant individuals are explicitly excluded from the trial as participants must have a negative pregnancy test. Have a positive pregnancy test"
"446","NCT00568061 Pregnant and lactating women, as well as women of childbearing potential, are explicitly excluded from the trial. Pregnancy, lactating, and women of childbearing potential."
"447","NCT00491504 Pregnant individuals are explicitly excluded from the trial as participants must use contraception and have negative pregnancy tests during the study. Women must practice adequate contraception: Females of childbearing potential (including women who are less than 1 year postmenopausal and women who will be sexually active during the study) must agree to use a medically accepted method of contraception or be surgically sterilized prior to screening, while receiving protocol-specified medication, and for 30 days after stopping the medication. Negative pregnancy tests during study."
"448","NCT06090539 Pregnant individuals are explicitly excluded from the trial as participants must accept and follow a pregnancy prevention plan. Participants must accept and follow pregnancy prevention plan."
"449","NCT03382717 Pregnant and nursing women are explicitly excluded from the trial. Female subjects of childbearing potential are required to use contraceptives. Woman being pregnant, nursing or planning a pregnancy during the course of this study."
"450","NCT04853134 Pregnant or breastfeeding individuals are explicitly excluded from the trial. Not Pregnant or breastfeeding"
"451","NCT00400179 Pregnant or lactating females are explicitly excluded from the trial. Is a pregnant or lactating female"
"452","NCT01523184 Pregnant individuals are explicitly excluded from the trial as females of childbearing potential must complete a negative pregnancy test prior to receiving any radioisotopes. Females of childbearing potential (ie, not menopausal, no hysterectomy, no bilateral oophorectomy) must complete a negative pregnancy test (urine) prior to receiving any radioisotopes"
"453","NCT01221246 Pregnant and breastfeeding women are explicitly excluded from the trial. The exclusion criteria state that women of childbearing potential who are pregnant or breastfeeding or unable to practice birth control during the study period are not eligible. Women of child bearing potential who are pregnant or breast-feeding or unable to practice birth control during the study period"
"454","NCT00840216 Pregnant and lactating females are explicitly excluded from the study. Female subjects must have a negative pregnancy test prior to each study period check-in. Females who are pregnant or lactating."
"455","NCT05359653 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Additionally, women must use appropriate contraception during the trial. Pregnancy, breastfeeding or planning to become pregnant."
"456","NCT04913610 Pregnant and breastfeeding women are explicitly excluded from the trial. Women of child-bearing potential must use a highly effective form of birth control. For women of child-bearing potential: pregnant, based on date of last menstrual period, and pregnancy test prior to first intake of IMP, or breastfeeding."
"457","NCT01011452 Pregnant or breastfeeding individuals are explicitly excluded from the trial. Additionally, those intending pregnancy or unable to take adequate precautions against conception are also excluded. Exclusion Criteria: Pregnancy or breastfeeding. Intended pregnancy or inability to take adequate precautions against conception."
"458","NCT05509257 The study explicitly excludes pregnant individuals as indicated by the exclusion criteria requiring a negative pregnancy test. Exclusion Criteria: Pregnant (via UCG)"
"459","NCT02921256 Pregnant women are explicitly excluded from the trial. The exclusion criteria state that pregnant women and nursing women who are unwilling to discontinue nursing are not eligible. Additionally, men or women of childbearing potential must employ adequate contraception. Any of the following because this study involves agents that have known or potential genotoxic or mutagenic, and teratogenic effects:~Pregnant women~Nursing women who are unwilling to discontinue nursing~Men or women of childbearing potential who are unwilling to employ adequate contraception (e.g., hormonal or barrier method of birth control; abstinence) for the duration of study treatment and for 4 months after the last dose of study therapy"
"460","NCT00279916 Pregnant individuals are explicitly excluded from the trial as per the exclusion criteria. Exclusion Criteria: Unwilling to discontinue breast feeding, when applicable"
"461","NCT01535014 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Participants must comply with contraception methods during the trial and within 30 days after completion. Pregnancy, breast-feeding, unwillingness to comply with contraception methods during the trial and within 30 days after completion of participation in the trial."
"462","NCT02893176 Pregnant individuals are explicitly excluded from the trial as females of childbearing age must implement appropriate contraception and undergo mandatory monthly pregnancy tests. Females of child bearing age who could become pregnant, must implement appropriate contraception per FDA requirement for ERA medical treatment with mandatory MONTHLY monitoring of urine or serum pregnancy tests."
"463","NCT01705288 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria: Pregnant"
"464","NCT01346774 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria:~Pregnancy"
"465","NCT02436707 Pregnant or lactating females are explicitly excluded from the study. Additionally, women of childbearing potential must use contraception and have a negative pregnancy test before participation. Women of childbearing potential must have a pregnancy test taken (either by serum beta-human chorionic gonadotropin [B-hCG]) or urine) and proven negative within 14 days prior to randomization. Women who are pregnant or breastfeeding are ineligible for this study."
"466","NCT01751386 Pregnant or breastfeeding women are explicitly excluded from the trial. Participants must use effective birth control and have a negative pregnancy test at each visit. Pregnancy or breast feeding women or not using an adequate form of birth control"
"467","NCT01313624 Pregnant and breastfeeding individuals were explicitly excluded from the trial. Exclusion Criteria:~Pregnant, breastfeeding, or unwilling to follow contraceptive measures for the study"
"468","NCT02877979 The trial explicitly excludes pregnant and breastfeeding women, and requires participants to be on a stable form of contraception. Currently pregnant or had their last pregnancy outcome within 3 months prior to screening~Currently breast-feeding~On a stable form of contraception"
"469","NCT01104766 Pregnant and breastfeeding women are explicitly excluded from the trial. Women who are pregnant or breast feeding"
"470","NCT03571334 Pregnant and breastfeeding women are explicitly excluded from the trial. The study focuses on the treatment of chemotherapy-induced peripheral neuropathy in breast cancer patients. Female participants who are pregnant (positive urine pregnancy test), who have an infant they are breastfeeding, or intend to become pregnant within 6 months."
"471","NCT01752023 Pregnant women are explicitly excluded from this study due to the potential teratogenic or abortifacient effects of the drugs used. Pregnant women are excluded from this study because itraconazole is Class C agent and both gemcitabine and cisplatin are Class D agents, with the potential for teratogenic or abortifacient effects."
"472","NCT01090492 Pregnant or breastfeeding individuals are explicitly excluded from the trial. Pregnant or breast feeding or considering pregnancy in next 4 months"
"473","NCT04524026 The study is focused on ovarian stimulation and luteal support in IVF, explicitly excluding pregnant individuals as it involves oocyte donors and requires participants to meet specific criteria related to ovarian stimulation. Exclusion Criteria: Contraindications for ovarian stimulation or aspiration of oocytes according to local guidelines"
"474","NCT03268278 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria: pregnancy"
"475","NCT03687827 Pregnant and breastfeeding women are explicitly excluded from the trial. Women cannot take part if pregnant, breast-feeding or plan to become pregnant during the study period."
"476","NCT00463346 Pregnant and nursing women are explicitly excluded from the trial. Additionally, women of childbearing potential who are sexually active and do not use adequate contraception are also excluded. Women who are pregnant or nursing, or women of childbearing potential who are sexually active and who do not use adequate contraception, or who are judged to be unreliable in their use of contraception."
