"","nct_id","official_title","summary","criteria","C_section_pain","Postpartum_GPT","Postpartum_quote.x","Enrolls_postpartum","Postpartum_intervention","Postpartum_quote.y"
"59","NCT01465191","Effect of OPRM1 Genotype on the Dose Response to Spinal Morphine for Post-Cesarean Analgesia","HYPOTHESIS: The response to a given dose of morphine given via a spinal anesthetic for cesarean section will be affected by the genetics of the woman's mu-opioid receptor~Most women undergoing elective cesarean section (CS) receive spinal anesthesia, and most receive a dose of preservative free morphine with the spinal anesthetic. Spinally-administered morphine provides 16-24 hours of high quality pain relief. The dose administered is usually 75-200 micrograms, but surprisingly few dose-response studies exist.~The mu-opioid receptor (OPRM1 gene)is the site of action of endogenous opioid peptides and opioid analgesic drugs like morphine. There is a common genetic variant of this receptor at the 40th amino acid of the protein, with asparagine and asparate being present in different people. The less common variant (aspartate), present in 25-30% of the overall American population (higher in Asian populations, lower in Blacks) at codon 40 that has been shown in many studies to affect opioid analgesia.~This will be a randomized, blinded study of 3 doses of spinal morphine (50, 100, 150 micrograms) given to women undergoing elective cesarean section at term pregnancy. 300 women will be studied (100 per dose). Blood will be obtained for genotyping of OPRM1 and other genes that may affect pain and analgesic responses. The primary outcome will be the amount of intravenous morphine patients self-administer in the 24 hours postsurgery.~The primary outcome (use of intravenous morphine) will be analyzed by dose, and within each dose group by genotype of OPRM1. Secondary outcomes will include pain scores every 6 hours, satisfaction with analgesia, side effects (itching, nausea/vomiting) by dose and genotype.~It is anticipated that there will be an interim data analysis at 150 evaluable subjects for assessment of the dose response to morphine in the overall population; then a final analysis at 300 subjects for the genetic effect assessment.","Inclusion Criteria:~healthy women undergoing elective cesarean~Exclusion Criteria:~cardiovascular disease~analgesic medications~complications of pregnancy",1,"Postpartum intervention","The primary outcome will be the amount of intravenous morphine patients self-administer in the 24 hours postsurgery.",0,0,"Effect of OPRM1 Genotype on the Dose Response to Spinal Morphine for Post-Cesarean Analgesia"
"60","NCT06114121","Comparing Intrathecal Morphine and Erector Spinae Plane Regional Anesthesia Against Intrathecal Morphine Alone for Post-Cesarean Section Pain","The objective of the study is to optimize post-operative analgesia and improve patient satisfaction while reducing total opioid consumption after cesarean section","Inclusion criteria:~Able to consent~BMI<35~Exclusion Criteria:~Adults unable to consent~BMI>35~Individuals <18 years of age at time of admission~Individuals taking anticoagulant medications~Significant co-morbid disease of pregnancy (including: gestational diabetes and significant abnormal placentation)~Pre-existing chronic pain or pain disorder diagnosis~Conversion from neuraxial to general anesthesia~Prisoners",1,"Postpartum intervention","The objective of the study is to optimize post-operative analgesia and improve patient satisfaction while reducing total opioid consumption after cesarean section",1,1,"post-operative analgesia and improve patient satisfaction while reducing total opioid consumption after cesarean section"
"61","NCT05692245","Dexamethasone vs Ondansetron as the First-line Antiemetic to Prevent Postoperative Nausea and Vomiting After Cesarean Delivery","The goal of this clinical trial is to compare medications in women having a cesarean delivery. The main question it aims to answer are:~• Which medication is better to use as a first-line prevention agent for nausea and vomiting Participants will rate their nausea, pain and other symptoms after surgery Researchers will compare two drugs, ondansetron and dexamethasone to see if the side effects of pain medications are improved after cesarean.","Inclusion Criteria:~Healthy women (ASA 2)~Between 18 and 45 years old~Singleton term pregnancies~Scheduled or non-labor cesarean delivery~Neuraxial (spinal or combined-spinal epidural) anesthesia~Exclusion Criteria:~Refusal to participate~Known allergy or contraindication to any medication used in the study~Significant medical or obstetrical disease (ASA ≥ 3)~Antiemetic use within 24 hours preceding cesarean delivery~Insulin dependent diabetes~Hyperemesis gravidarum or chronic antiemetic use~History of daily or near-daily steroid use during pregnancy~Opioid use disorder or other chronic pain syndrome~Opioid use during pregnancy~Use of antipruritus medication, pruritic urticarial papules of pregnancy, or cholestasis of pregnancy",1,"Neither","0",0,0,"The goal of this clinical trial is to compare medications in women having a cesarean delivery."
"62","NCT02025426","Impact of Vasopressor Administration on Maternal and Neonatal Outcomes in Women With Pre-eclampsia","Phenylephrine administration is associated with reductions in CO and SctO2 compared with ephedrine when used for blood pressure management in women with pre-eclampsia undergoing cesarean delivery under spinal anesthesia.","Inclusion Criteria:~English speaking~Age ≥18 yrs~Pre-eclampsia (mild, or severe)~Non-laboring women~CD under spinal anesthesia~Exclusion Criteria:~Height < 5'0~Allergy to phenylephrine or ephedrine, or any other standardized medication~Severe Cardiac disease in pregnancy with marked functional limitations (NYHA Class III and IV)~Patients on Monoamine Oxidase Inhibitors or Tricyclic Antidepressants~History of recent amphetamine or cocaine use.~Subject enrollment in another study involving a study medication within 30 days of CD~Any other physical or psychiatric condition which may impair their ability to cooperate with study data collection",1,"Neither","0",0,0,"cesarean delivery under spinal anesthesia"
"63","NCT02069184","Double Blinded Randomized Placebo Controlled Study in Evaluating the Effectiveness of IV Acetaminophen for Acute Post Operative Pain in C-Section Patients","Post-operative pain management after C-section is an important topic as the number of elective c-sections increases each year. Pain is managed either by giving opioids or by using non-opioids. The purpose of this study is to evaluate the effectiveness of IV Acetaminophen in pain relief and its impact in the usage of post-operative opioid requirements and opioid associated complications. The hypothesis is that four doses of IV Acetaminophen in conjunction with intrathecal or epidural morphine given to the patients after c-section will reduce post-operative opioid requirements and opioid associated complications.","Inclusion Criteria:~Elective full term CS patients~Age 18 and above~ASA I-III~Exclusion Criteria:~Allergic reaction to IV acetaminophen~Not able to understand and sign the research consent~Pregnancy induced hypertension or pre-eclampsia patients~Planned intensive care admission patients~Patients with severe hepatic impairment or active liver diseases (Two fold increase in any of the liver enzymes)~Patients with serum creatinine>2mg/dl~For nursing mothers, any evidence of hepatic dysfunction of the new born",1,"Enrolls postpartum","The study enrolls postpartum individuals as it includes elective full-term C-section patients.",1,1,"Post-operative pain management after C-section is an important topic as the number of elective c-sections increases each year."
"64","NCT04612920","Towards Enhanced Recovery After Cesarean: Scheduled Post-operative Medication: a Randomized Controlled Trial","One in 300 women will become persistent opioid users after cesarean delivery (1). Cesarean delivery is the most common surgical procedure in the United States, representing 31.9% of the 3,788,235 deliveries in 2018 (2). Patients have to cope with the pain and challenges of post-operative care while adjusting to motherhood and completing activities of daily living. Often when they return home, they are also tasked with other domestic roles which compounds the challenge of this post-operative period. With a potential impact just in the US on 1.2 million mothers each year, optimizing post-operative pain management in order to reduce the risk of persistent opioid use represents an urgent unmet public health goal. To this end, there are national efforts to reduce the cesarean rate and optimize post-cesarean pain management (3,4). The majority of efforts in the last few years have focused on home-going medications and alterations in prescription practices. Recent recommendations from the Enhanced Recovery After Surgery Society indicate that patients should receive multi-modal analgesia on a regular basis, along with early post-delivery mobilization (3). However, the efficacy of scheduled non-steroidal anti-inflammatory medications (NSAID) along with acetaminophen in the immediate post-operative period and after going home have not been systematically studied in the cesarean population. We hypothesize that patients who receive scheduled medications in the post-operative period are less likely to require opioids for pain relief both in the hospital and after they return home.","Inclusion Criteria:~Undergoing repeat cesarean delivery~≥37 week gestation~attended at least 7 prenatal visits~age ≥18.~Exclusion Criteria:~Non-English speaking, attended < 7 prenatal visits, fetal anomalies or death, inability to ambulate, BMI ≥45kg/m2 at delivery due to higher risk of regional analgesia complications, placental implantation abnormalities, maternal diabetes due to the risk of wound complications, chorioamnionitis, allergy to study medications, underlying renal or hepatic impairment, opioid use in the last 3 months, chronic controlled substance use, chronic pain disorders, history of narcotic addiction, intraoperative hemorrhage not controlled with medication alone, additional concurrent surgeries other than sterilization procedures and presence of endometriosis noted at time of surgery. Patients will be enrolled and randomized to their respective groups after completion of the surgery, as there may be surgical complications that preclude their final enrollment as described in the exclusion criteria.",1,"Postpartum intervention","Patients should receive multi-modal analgesia on a regular basis, along with early post-delivery mobilization",1,1,"Patients will be enrolled and randomized to their respective groups after completion of the surgery"
"65","NCT03678675","Increased Ketorolac Administration After Cesarean Section and Its Effect on Opioid Use: a Randomized Control Trial","To evaluate the efficacy of increased ketorolac in reducing opioid use after cesarean section.","Inclusion Criteria:~Women presenting for care at Tufts Medical Center as an outpatient in obstetrics clinic or on Labor and Delivery.~The subject must have had a cesarean section for any indication at Tufts Medical Center to be randomized to the study~The subject is willing to have a phone call follow up conversation 2 weeks after their surgery.~Exclusion Criteria:~Patients with allergy to ketorolac, NSAIDS or aspirin~Patients with peptic ulcer disease, preexisting kidney or liver disease.~Duramorph is not used as the anesthetic for the spinal/epidural during the cesarean section.~Patient is hemodynamically unstable due to hemorrhage.~Patient requires therapeutic anticoagulation in the post-operative period~Patients with peripartum cardiomyopathy~Provider decision to exclude patient.~Patient diagnosis of chronic hypertension, gestational hypertension, preeclampsia, HELLP syndrome, or eclampsia~A study subject may participate in another research study while participating in this research study.",1,"Enrolls postpartum","The subject must have had a cesarean section for any indication at Tufts Medical Center to be randomized to the study",1,1,"The subject must have had a cesarean section for any indication at Tufts Medical Center to be randomized to the study"
"66","NCT04368364","A Randomized Control Trial Comparing Analgesic Benefits of Ultrasound-guided Single vs Continuous Quadratus Lumborum Blocks vs Intrathecal Morphine for Post Cesarean Section Pain","the purpose of this study is to compare opioid consumption in morphine equivalents between the groups that received postoperative analgesia with intrathecal morphine versus US guided QL blocks versus US guided QL catheters","Inclusion Criteria:~Elective C section via Pfannenstiel incision~Living singleton pregnancy~Gestation week at least 37 weeks~American Society of Anesthesiologists (ASA) status 1, 2 and 3~Primary and secondary C sections~Exclusion Criteria:~Chronic pain~Opioid tolerant patients~Allergy to drugs used in the study.~Cognitive dysfunction~BMI > 40~Coagulation disorder~Local infection~Inability to tolerate oral medication~Previous intra-abdominal surgery~Patients who will receive a combined spinal epidural for their C section~Local anesthetics injected at any other fascial plane except the QLB plane (for e.g.- local wound infiltration by surgeon)~Patients who received sedation or general anesthesia during their C section (midazolam, ketamine, fentanyl, propofol, hydromorphone)",1,"Postpartum intervention","The purpose of this study is to compare opioid consumption in morphine equivalents between the groups that received postoperative analgesia with intrathecal morphine versus US guided QL blocks versus US guided QL catheters",0,1,"postoperative analgesia with intrathecal morphine versus US guided QL blocks versus US guided QL catheters"
"67","NCT04279054","Decreased Neuraxial Morphine and Adjunctive Peripheral Nerve Blockade to Reduce Severity of Side Effects and Opioid Use After Cesarean Delivery","The purpose of this study is to compare 50mcg to 150mcg morphine in epidural for the goal of decreasing side effects of medication with lower dose in patients who receive a QL block","Inclusion Criteria:~All women presenting for scheduled cesarean delivery who desire a QL block~Exclusion Criteria:~Women with pregnancies complicated by preeclampsia~Women with pregnancies complicated by insulin-treated diabetes~Women with pregnancies complicated by placental abnormalities~Women with pregnancies complicated by a history of opioid use disorder",1,"Postpartum intervention","The purpose of this study is to compare 50mcg to 150mcg morphine in epidural for the goal of decreasing side effects of medication with lower dose in patients who receive a QL block",0,0,"All women presenting for scheduled cesarean delivery who desire a QL block"
"68","NCT02872935","Randomized Double Control Study to Assess the Efficacy of Administering 1 ml of Glycopyrrolate With the Spinal Dose in Minimizing Nausea and Vomiting in Patients Undergoing Cesarean Section Under Spinal Anesthesia","In parturients undergoing Cesarean section under spinal anesthesia, co-loading of 1 liter of crystalloids, with placing the spinal, along with administering a phenylephrine infusion and glycopyrrolate, enables placing a spinal with minimal perioperative nausea and vomiting and good intra and post-operative pain relief.","Inclusion Criteria:~Pregnant~American Society of Anesthesiologists risk classification I and II~Age > 18 years~Non-laboring~Patients with elective cesarean sections~Exclusion Criteria:~Non- English speakers~Height < 4' 11~BMI >40 Kg/ mm~Antiemetic drug use in the 24 hours prior to cesarean delivery,~Hypertensive diseases of pregnancy~Chronic hypertension receiving antihypertensive treatment~Any other physical or psychiatric condition that may impair their ability to cooperate with study data collection.",1,"Neither","0",0,0,"parturients undergoing Cesarean section under spinal anesthesia, co-loading of 1 liter of crystalloids, with placing the spinal, along with administering a phenylephrine infusion and glycopyrrolate, enables placing a spinal with minimal perioperative nausea and vomiting and good intra and post-operative pain relief."
"69","NCT01481740","A Double Blind Randomized Controlled Trial of Phenylephrine for the Prevention of Spinal Induced Hypotension in Obese Parturients","Previous research regarding the use of phenylephrine has excluded obese subjects (BMI >35). This subgroup of patients represents a large portion of the obstetric patient population locally and nationally. It is unclear whether previous research should be extrapolated to the obese patient population. This study is being done to compare the incidence of hypotension, intraoperative nausea and vomiting, and neonatal acidosis between obese patients who receive a prophylactic phenylephrine infusion versus those who receive phenylephrine boluses for the treatment of established hypotension. This study will help us determine whether using a phenylephrine infusion or a phenylephrine bolus is the best way to prevent/treat spinal induced hypotension during cesarean deliveries in obese patients.","Inclusion Criteria:~English speaking~ASA Physical Status I-II~Non-laboring women~Single gestations ≥ 36 weeks~Obese women (Body Mass Index 35 - 55 kg/m2)~Non-emergent CD under spinal anesthesia~Exclusion Criteria:~Height < 5'0~Antiemetic drug use in the 24 hours prior to CD~Allergy to phenylephrine, or any other standardized medication~Hypertensive disease of pregnancy (i.e. mild & severe preeclampsia)~Chronic hypertension receiving antihypertensive treatment~Severe Cardiac disease in pregnancy with marked functional limitations~Patients on Monoamine Oxidase Inhibitors or Tricyclic Antidepressants~Subject enrollment in another study involving a study medication within 30 days of CD~Any other physical or psychiatric condition which may impair their ability to cooperate with study data collection",1,"Neither","0",0,0,"prevent/treat spinal induced hypotension during cesarean deliveries in obese patients"
"70","NCT06297499","Timing of Ondansetron Use for Maximum Efficacy in Preventing Pruritus In Patients Undergoing Cesarean Section Under Spinal Anesthesia With Preservative Free Morphine.","Opioids are often added with a local anesthetic to enhance the duration and quality of spinal anesthesia for cesarean delivery patients. However, spinal opioids are associated with a wide variety of side effects such as nausea, vomiting, (N/V) and pruritus (itching). The occurrence of pruritus can vary between 30% and 100% making pruritus the most common side-effect of intrathecal opioids and this rate is even higher in pregnant patients. Pruritus may require treatment which can be ineffective or sometimes reverse the analgesic effect of the opioids. Ondansetron is a safe and very commonly used Serotonin receptor antagonist treatment for local anesthetic opioid-induced pruritus used in pregnancy. The effect of different administration times of ondansetron in reducing pruritus or N/V in cesarean section (CS) cases has not been extensively studied and thus, this prospective study can help guide future clinical management of side effects caused by spinal intrathecal morphine administration.","Inclusion Criteria:~American Society of Anesthesiologists (ASA) physical status 1-3~Adult parturient (18 -50 years of age) scheduled to undergo elective cesarean delivery under spinal anesthesia~Patients must be willing and cognitively able to give written informed study consent~Exclusion Criteria:~Patients with an ASA physiological assessment greater than grade 3~Allergies to local anesthetics, opioids, or ondansetron~Coagulopathies precluding provision of spinal anesthesia~Pre-eclampsia with severe features~Eclampsia~Pre-intrathecal pruritus~Psychiatric or language deficiencies affecting assessment of pain~Insufficient understanding of the pain scoring system~Patients who receive any other regional anesthesia techniques~Patients on higher than a 100mg of daily morphine equivalent~Cardiac issues that would preclude spinal anesthesia (Congestive heart failure, Mitral or Aortic valve pathology.~Confounding neural issues that would preclude spinal anesthesia.~Coadministration of drugs that would potentially interact with ondansetron. Including Apomorphine, Phenytoin, Carbamazepine, Rifampicin, Tramadol and Chemotherapy drugs.~Coadministration of drugs that would potentially prolong QTc interval. Including Antiarrhythmic, Antidepressants, Antipsychotics, and the following list of medications.~a. Levofloxacin, Ciprofloxacin, Gatifloxacin, Moxifloxacin, Clarithromycin, Erythromycin, Ketoconazole, Itraconazole, Cisapride, Sumatriptan, Zolmitriptan, Arsenic, Dolasetron, Methadone~Coadministration of drugs that would potentially lead to the development of serotonin syndrome. Including the following:~a. Selective serotonin reuptake inhibitors, Serotonin and norepinephrine reuptake inhibitors, antidepressants, carbamazepine , valproic acid, triptans, Chronic pain medications prior to procedure (Fentanyl, Hydrocodone, Meperidine, Oxycodone, tramadol),Lithium, dextromethorphan, Linezolid and Ritonavir~Patients having the following~Patients known to have hypersensitivity (e.g., anaphylaxis) to ondansetron or any components of the formulation~Concomitant use of apomorphine~History of QTc interval prolongation (QTc >440) and Torsade de Pointes~Serotonin syndrome~Phenylketonuric patients~Concurrent use of selective serotonin reuptake inhibitors (SSRIs) and serotonin and noradrenaline reuptake inhibitors (SNRIs)",1,"Neither","0",0,0,"Adult parturient (18 -50 years of age) scheduled to undergo elective cesarean delivery under spinal anesthesia"
"71","NCT00486902","Does a Single Intravenous Dose of Ketamine Reduce the Need for Supplemental Opioids in Post-Cesarean Section Patients?","Pain control after cesarean delivery is associated with improved breastfeeding and infant rooming-in times. In addition, inadequate analgesia leads to elevated plasma catecholamine concentrations, which negatively affect every organ system. There is growing evidence that ketamine, N-methyl-D-aspartate receptor antagonist, is efficacious when used as an adjuvant in postoperative pain control. A 2006 Cochrane Collaboration systemic review and meta-analysis concluded, Ketamine in subanesthetic doses….is effective in reducing morphine requirements in the first 24 hours after surgery.~Ketamine's prolonged analgesic effect, despite its short half-life and its use in low doses, is theorized to be due to blockade of spinal cord central sensitization. Central sensitization is a phenomenon whereby repeated painful stimulus leads to more severe pain perception over time despite no change in the intensity of the painful stimulus.Ketamine may also prevent the development of acute opioid tolerance. Ketamine's analgesic effects have also demonstrated in the obstetric population. Post-cesarean delivery morphine requirements in women who received ketamine as part of a general anesthesia technique were decreased. Similary, low-dose ketamine in conjunction with bupivacaine-only spinal anesthesia reduced postoperative analgesic requirements compared to bupivacaine-only spinal anesthesia and bupivacaine-fentanyl spinal anesthesia.~In the United States, healthy women scheduled for elective cesarean delivery commonly receive spinal anesthesia with bupivacaine-fentanyl-morphine. To our knowledge, IV ketamine has not been studied as an adjuvant to this regimen in the analgesic management in post-cesarean delivery patients. Multimodal therapy for postoperative pain control is widely practiced due to the advantage it provides in blocking multiple pain pathways while minimizing side effects of each individual pain medication. We hypothesize that low dose intravenous ketamine will improve multi-modal post-cesarean analgesia compared to placebo. The purpose of this study is to evaluate this hypothesis and study the possible side effects of this regimen in combination with bupivacaine-fentanyl-morphine spinal anesthesia.","Inclusion Criteria:~Eligible women are at term (≥37 week gestation),~Healthy,~ASA class 1-2,~Scheduled for elective cesarean section whose anesthetic plan is for spinal anesthesia with intrathecal morphine and intravenous ketorolac analgesia for post operative analgesia~Exclusion Criteria:~Women with American Society of Anesthesiologists physical status >2,~Body mass index ≥40 kg/m2,~Known allergy to any of the study medications,~Contraindication to the spinal anesthesia,~History of substance abuse,~History of hallucinations,~Chronic opioid therapy,~Chronic pain.",1,"Postpartum intervention","The purpose of this study is to evaluate this hypothesis and study the possible side effects of this regimen in combination with bupivacaine-fentanyl-morphine spinal anesthesia.",0,0,"Pain control after cesarean delivery is associated with improved breastfeeding and infant rooming-in times."
