,nct_id,official_title,summary,criteria,conditions,Nonviable_GPT,Nonviable_quote,Review,
70,NCT02184741,"A Double-Blind, Randomized, Placebo-Controlled Study of GB-0998 in Patients With Unexplained Recurrent Miscarriage.","The present survey was conducted to evaluate the efficacy and safety of GB-0998(immunoglobulin) in the treatment of unexplained recurrent miscarriage in comparison to placebo using a multicenter, double-blind, intergroup comparison method.","Inclusion Criteria~Patients with primary recurrent miscarriage~Patients with a history of at least 4 miscarriages (not including biochemical pregnancy in the count of prior miscarriages)~Patients with any of the following risk factors for recurrent miscarriage~【Patients with unknown risk factors】 Patients with normal test results for each of the following risk factors who have experienced miscarriage of a fetus with normal chromosome karyotype~Abnormal uterine morphology~Thyroid dysfunction~Chromosome abnormality in the couple~Positive antiphospholipid antibody~Factor XII deficiency~Protein S deficiency~Protein C deficiency~【Patients determined to have risk factors】 Patients with the following risk factors who have experienced miscarriage of a fetus with normal chromosome karyotype despite receiving treatment for these factors~Abnormal uterine morphology (septate uterus): Patients who have undergone surgery~Thyroid dysfunction: Patients receiving medical treatment~Incidentally positive antiphospholipid antibody, factor XII deficiency, protein S deficiency, protein C deficiency:Patients receiving combination therapy with aspirin and heparin 4．Regardless of whether or not risk factors are present, patients should have experienced at least 1 a miscarriage of a fetus with normal chromosome karyotype 5．Patients below the age of 42 years at the time of obtaining informed consent 6．Patients who can be admitted for at least the period from the start date of administration of the study drug to the date of examination and assessment 1 week after the start of administration of the study drug 7．Patients who have given written informed consent to participate in this study~Exclusion Criteria:~Patients with chromosome abnormalities in themselves or their partners that are risk factors for recurrent miscarriage, patients with antiphospholipid syndrome, and patients with incidentally positive antiphospholipid antibody (when the latest test result is positive)~Patients in whom complications of diabetes mellitus or impaired glucose tolerance has been identified, but who have not received appropriate treatment for this condition~Patients who have received intravenous immunoglobulin therapy as treatment for recurrent miscarriage in the past~Patients with a history of stillbirth at 22 weeks of gestation or later~Patients receiving treatment for malignant tumor~Patients with a history of thromboembolism~Patients with a history of shock or hypersensitivity in response to the ingredients of this drug or patients with hereditary fructose intolerance~Patients who have been diagnosed with IgA deficiency in the past or patients who have a serum IgA level of <5 mg/dL at laboratory tests at registration~Patients who have received another study drug within the period of 12 weeks prior to informed consent or who are currently participating in another clinical trial~Patients who are unsuitable for this study for any other reason, in the opinion of a principal investigator or sub-investigators",recurrent miscarriage,1,The present survey was conducted to evaluate the efficacy and safety of GB-0998(immunoglobulin) in the treatment of unexplained recurrent miscarriage,0,
71,NCT03636451,Assessing the Effect of Paracervical Block Volume on Pain Control for Dilation and Curettage: a Randomized Controlled Trial,"The investigators are conducting a study on pain control for dilation and curettage (D&C). Participants are eligible to enroll if they are a planning to have a D&C in a participating clinic. The investigators are studying how different ratios of medication to liquid affect pain when injected around the cervix. Both potential methods use the same dose of medication, though researchers would like to know which one works better. To be in this study, participants must be over the age of 18 with an early pregnancy loss or undesired pregnancy measuring less than 12 weeks gestation undergoing D&C while awake in clinic.","Inclusion Criteria:~Women over the age of 18 presenting to UC San Diego and UC Los Angeles~Undesired pregnancy or missed abortion < 11 weeks 6 days gestation~Must speak English or Spanish~Desire surgical termination of pregnancy or management of miscarriage in clinic~Exclusion Criteria:~Women with a diagnosis of inevitable or incomplete abortion~Desire for general anesthesia or IV sedation~Chronic pain conditions~Any medical comorbidities that are a contraindication to performing the procedure in the clinic setting~Allergy to or refusal of ketorolac, oral Versed, or a paracervical block~If they have taken any pain medications the day of presentation to clinic~If they have taken Misoprostol the day of presentation to clinic","abortion, spontaneous~abortion in first trimester~pain uterus~abortion early~abortion, missed",1,Desire surgical termination of pregnancy or management of miscarriage in clinic,1,
72,NCT01818414,Dilapan-S With Adjunctive Misoprostol for Same-day Second Trimester Dilation and Evacuation: A Randomized Trial,"Cervical preparation before second trimester dilation and evacuation (D&E) reduces risks and complications. Osmotic cervical dilators as well as prostaglandin analogues have been studied for cervical preparation. However, the optimal method for cervical preparation, especially for D&E procedures that occur on the same day as cervical preparation, is not known. This study will investigate misoprostol versus placebo as an adjunct to Dilapan-S for cervical preparation for same-day D&E between 16+0 and 20+6 weeks gestation.~HYPOTHESIS: Administration of 400 µg buccal misoprostol compared to placebo at least 3 hours prior to D&E as an adjunct to cervical preparation with Dilapan-S will decrease operative time for same-day D&E performed between 16+0 and 20+6 weeks.",Inclusion Criteria:~Age greater than or equal to 18 years (no upper age limit)~Gestational age between 16+0 and 20+6 weeks gestation on day of D&E with confirmation of gestational age by ultrasound~Desires D&E for termination of pregnancy or for fetal demise~Able to provide written informed consent~Able to comply with study procedures~English-speaking~Exclusion Criteria:~Known allergy or contraindication to misoprostol~Pregnancy with a multiple gestation~Known bleeding disorder or current anticoagulation therapy (within one month of procedure)~Active bleeding or hemodynamically unstable at enrollment~Signs of chorioamnionitis or clinical infection at enrollment~Signs of spontaneous labor or cervical insufficiency at enrollment,therapeutic abortion,1,Desires D&E for termination of pregnancy or for fetal demise,1,
73,NCT02152696,Optimal Treatment for Women With a Persisting Pregnancy of Unknown Location - a Randomized Clinical Trial of Women at Risk for an Ectopic Pregnancy: Active Treatment Versus No Treatment,"This is a randomized controlled trial to compare three currently available management strategies for women with a persisting pregnancy of unknown location (PPUL), which makes them at-risk for ectopic pregnancy. We will recruit hemodynamically stable women with a confirmed PPUL to be randomized to one of three strategies: 1) Uterine evacuation followed by methotrexate (MTX) for some (those that have evidence of a non visualized ectopic pregnancy) 2) Empiric treatment with MTX for all 3) Expectant management. Randomization will be 1:1:1 into these three arms. After randomization, they will be followed and treated clinically as is indicated by the progression of their condition. Primary outcome measures: uneventful decline of hCG to 5 IU/mL.","Inclusion Criteria:~Female with a persisting pregnancy of unknown location:~A pregnancy of unknown location is defined as a pregnancy in a woman with a positive pregnancy test but no definitive signs of pregnancy in the uterus or adnexa on ultrasound imaging. A definitive sign of gestation includes ultrasound visualization of a gestational sac with a yolk sac (with or without an embryo) in the uterus or in the adnexa. Ultrasound must be performed within 7 days prior to randomization.~Persistence of hCG is defined as at least 2 serial hCG values (over 2-14 days), showing < 15% rise per day, or < 50% fall between the first and last value.~Patient is hemodynamically stable, hemoglobin >10 mg/dL~Greater than or 18 years of age~Exclusion Criteria:~Hemodynamically unstable in need of acute treatment~Most recent hCG > 5000 mIU/mL~Patient obtaining care in relation to a recently completed pregnancy (delivery, spontaneous or elective abortion)~Diagnosis of gestational trophoblastic disease~Subject unwilling or unable to comply with study procedures~Known hypersensitivity to MTX~Presence of clinical contraindications for treatment with MTX~Prior medical or surgical management of this gestation~Subject unwilling to accept a blood transfusion",persistent pregnancy of unknown location~ectopic pregnancy,1,"This is a randomized controlled trial to compare three currently available management strategies for women with a persisting pregnancy of unknown location (PPUL), which makes them at-risk for ectopic pregnancy.",1,
74,NCT03107754,Buffered Lidocaine for Paracervical Block to Decrease Injection Pain During First Trimester Uterine Aspirations,"For pain relief during a first trimester surgical aspiration, most providers use the paracervical block, either alone or in combination with other pain control techniques. Some providers use buffered lidocaine due to a belief that it decreases pain. Others use plain lidocaine. At our clinics, the standard pain management protocol is using 20 cc of 1% plain lidocaine in a two site injection. Few studies have compared buffered versus unbuffered lidocaine for paracervical blocks during first trimester uterine aspirations. This study seeks to determine if buffered lidocaine decreases injection pain versus plain lidocaine for paracervical blocks.","Inclusion Criteria:~Pregnant women 14 years and older~Desiring uterine aspiration for pregnancy or surgical management of a miscarriage~Gestational age up to 13 weeks and 6 days to be established by best dating (i.e. last menstrual period or earliest ultrasound)~Treatment plan involves outpatient uterine aspiration~Participant able to provide informed consent in English and willing to participate in the study~Exclusion Criteria:~Unable to read, speak, or understand English~Unable to provide informed consent~Currently incarcerated~Under the age of 14 years~Contraindications to receiving lidocaine or buffered lidocaine",pain,1,Desiring uterine aspiration for pregnancy or surgical management of a miscarriage,1,
75,NCT03187002,Transcutaneous Electrical Nerve Stimulation (TENS) for Pain Control During First Trimester Abortion: A Blinded Randomized Controlled Trial,"High-frequency, high-intensity transcutaneous electrical nerve-stimulation (TENS) is an inexpensive and non-invasive pain control approach. TENS, pulsating electrical currents that activate underlying nerves, does not have drug interactions or risk of overdose. Cochrane review of TENS for acute pain found inconclusive evidence. One previous abortion trial comparing TENS to IV sedation only looked at pain control in the recovery room. The investigators propose a randomized controlled trial comparing TENS to IV sedation (in conjunction with local anesthesia) among women presenting for first-trimester surgical abortion. Primary outcome will be perceived pain by Visual Analogue Scale (VAS) during aspiration.","Inclusion criteria:~Presenting for surgical abortion~Gestational age <12 weeks~< 18 years of age~Agrees to be randomized~Exclusion criteria:~Allergy to study medications (lidocaine, fentanyl, midazolam)~> 18 years of age~Fetal demise~Pre-procedure use of misoprostol~No means of transportation following procedure",abortion in first trimester,1,Fetal demise,1,
76,NCT01800162,Optimal Treatment for Women With a Persisting Pregnancy of Unknown Location -- a Randomized Clinical Trial of Women at Risk for an Ectopic Pregnancy,"This is a randomized controlled trial to compare three currently available management strategies for women with a persisting pregnancy of unknown location (PPUL), which makes them at-risk for ectopic pregnancy. We will recruit hemodynamically stable women with a confirmed PPUL to be randomized to one of three strategies: 1) Uterine evacuation followed by methotrexate (MTX) for some (those that have evidence of a non visualized ectopic pregnancy) 2) Empiric treatment with MTX for all, and 3) Expectant management. Randomization will be 2:2:1 into these three arms. After randomization, they will be followed and treated clinically as is indicated by the progression of their condition. Primary outcome measures: uneventful decline of hCG to 5 IU/mL. Secondary outcome measures: re-interventions, treatment complications, health-related quality of life, financial costs, future fertility, and patient's preferences.","Inclusion Criteria:~Female with a persisting pregnancy of unknown location:~A pregnancy of unknown location is defined as a women with a positive pregnancy test but no definitive signs of pregnancy in the uterus or adnexa on ultrasound imaging (Ultrasound must be performed within 7 days prior to randomization)~Persistence of hCG is defined as 3 serial hCG values over 4-14 days or 2 serial hCG values over 7-14 days, showing less than 30% rise, or less than 30% fall between the first and last value. (This abnormal pattern of serial hCG confirms that the gestation is nonviable.)~Patient is hemodynamically stable, hemoglobin greater than 10 mg/dL,~Greater than or 18 years of age~Exclusion Criteria:~Hemodynamically unstable in need of acute treatment~Most recent hCG greater than 5000 IU/mL~Patient obtaining care in relation to a recently completed pregnancy (delivery, spontaneous or elective abortion),~Diagnosis of gestational trophoblastic disease,~Subject unwilling or unable to comply with study procedures,~Presence of clinical contraindications for treatment with methotrexate (ACOG guidelines, Appendix B),~Prior medical or surgical management of this gestation.",persistent pregnancy of unknown location~ectopic pregnancy,1,A pregnancy of unknown location is defined as a women with a positive pregnancy test but no definitive signs of pregnancy in the uterus or adnexa on ultrasound imaging... This abnormal pattern of serial hCG confirms that the gestation is nonviable.,1,
77,NCT05839899,Mifepristone and Misoprostol for Undesired Pregnancy of Unknown Location: A Randomized Pilot Study of Misoprostol Dosing,"Patients who seek medication abortion early in pregnancy may have an ultrasound that does not show a pregnancy in the uterus. This is known as a pregnancy of unknown location. These patients most likely have a pregnancy in the uterus that is too early to be seen on ultrasound, but it is possible that the pregnancy is not seen inside the uterus because it is outside of the uterus, known as an ectopic pregnancy. Patients with ectopic pregnancies are at risk for serious complications, and the medications used for medication abortion may not end an ectopic pregnancy.~Currently, at Planned Parenthood League of Massachusetts (PPLM), patients seeking medication abortion, including some patients with a pregnancy of unknown location, are given mifepristone to begin the medication abortion at the clinic and then one dose of misoprostol to take at home to cause the pregnancy to pass. However, research suggests that a second dose of misoprostol leads to a higher rate of completed abortion for certain patients.~This research is being conducted to learn if two doses of the at-home misoprostol during the medication abortion process leads to a higher rate of completed abortion for patients with pregnancy of unknown location. In this study, all participants will receive mifepristone as they normally would. Then, participants will be randomly assigned to receive either one dose of misoprostol or two doses of misoprostol.","Inclusion Criteria:~Positive urine or serum hCG test~No evidence of gestational sac on transvaginal ultrasound~No evidence of ectopic pregnancy on transvaginal ultrasound~Desire for same-day start medication abortion as method of pregnancy termination~Eligible for same-day-start medication abortion based on PPLM clinical guidelines at the time of enrollment~English-speaking~Exclusion Criteria:~Ineligible for medication abortion at PPLM based on current PPLM clinical guidelines at the time of enrollment~o PPLM clinical guidelines for medication abortion currently exclude those with chronic adrenal failure, concurrent long-term corticosteroid use, hemorrhagic disorders or concurrent anti-coagulation, porphyria, allergies to mifepristone or misoprostol, or an IUD in place.~Ineligible for same-day-start medication abortion with PUL based on PPLM clinical guidelines and clinician assessment at the time of enrollment~o PPLM clinical guidelines for initiating medication abortion with PUL currently exclude those with major ectopic risk factors (IUD in situ, prior ectopic, history of tubal surgery) or symptoms concerning for ectopic (i.e. pain, bleeding) per clinician discretion.~Age less than 18 years old~Prior participation in this study~Anticipated inability to adhere to follow up protocol or complete the survey~Unable to give informed consent or to complete all study procedures",abortion,1,This research is being conducted to learn if two doses of the at-home misoprostol during the medication abortion process leads to a higher rate of completed abortion for patients with pregnancy of unknown location.,1,
78,NCT02083809,A Randomized Double-blinded Controlled Trial Comparing Dilation and Evacuation Outcomes With and Without Oxytocin Use,"Currently, there is very little research to identify ways to decrease blood loss during D&E (dilation and evacuation) procedures. The objective is to determine whether routine use of intravenous oxytocin will improve bleeding outcomes at the time of D&E at 18-24-weeks gestation. To evaluate the hypothesis, investigators will perform a randomized, double-blinded, placebo-controlled trial. The patient will be followed until discharged from the postoperative care unit during which time patient satisfaction, pain score and postoperative bleeding will be assessed.",Inclusion Criteria:~Requesting pregnancy termination~Intrauterine pregnancy at 18- to 24-weeks gestation~Gestational-age to be confirmed by ultrasound~Patients with fetal anomaly or intrauterine fetal demise that occurred at 18- to 24-weeks gestation~Willing and able to understand and sign written informed consents in English or Spanish and comply with study procedures~Exclusion Criteria:~Ultrasound findings suggestive of placenta accreta~Patients requiring preoperative misoprostol,abortion~dilation and evacuation~hemorrhage~blood loss,1,Patients with fetal anomaly or intrauterine fetal demise that occurred at 18- to 24-weeks gestation,1,
79,NCT04701333,Cabergoline for Lactation Inhibition After Second-Trimester Abortion or Loss,"This research study investigates the use of a drug, cabergoline, given immediately after second-trimester abortion or perinatal loss to decrease breast engorgement. Cabergoline is a medication approved for the symptomatic treatment of pituitary adenomas that result in a hyperprolactinemic state (a brain tumor that results in milk leakage). The benefit of stopping milk leakage has also been studied and used in populations who shouldn't breastfeed. The investigators aim to clarify if cabergoline is effective in preventing breast engorgement and milk leakage after second-trimester abortions or perinatal loss (stillbirth). Breast engorgement causes physical pain and emotional distress as lactation is uniquely associated with parenthood and those undergoing second-trimester abortions are doing so because they choose not to parent or a previously desired pregnancy is now complicated by anomalies. As there are no current recommendations for management of this painful engorgement beyond icepacks and support bras, the investigators aim to validate the use of this pharmacologic option in this setting.","Inclusion Criteria:~Pregnant people, ages 18 years or older~Intrauterine pregnancy between 18/0-28/0 weeks of gestation age (by ultrasound dating performed prior to or same day of enrollment visit)~Consented for an induced, elective abortion or undergoing induction for demise~English or Spanish speaking~Able to consent for a research study, literate in English or Spanish~Willing to comply with study procedures and follow-up~Access to smart phone throughout study~Exclusion Criteria:~Prior mastectomy (breast reduction or chest masculinization surgery acceptable)~Currently breastfeeding~Currently receiving dopamine agonist therapy for other indication (prolactinoma, Cushings syndrome, acromegaly, restless leg syndrome)~Contraindication to cabergoline (as per package insert)~Uncontrolled hypertension - defined as baseline BP > 150/100, or chronic hypertension requiring more than one baseline medication, or pregnancy-induced hypertension spectrum disorders (gestational hypertension, preeclampsia, eclampsia)~History of cardiac valvular disorders or valvular repair~History of pulmonary, pericardial, or retroperitoneal fibrotic disorders",lactation suppressed,1,The investigators aim to clarify if cabergoline is effective in preventing breast engorgement and milk leakage after second-trimester abortions or perinatal loss (stillbirth).,1,
80,NCT01615731,Value of Mifepristone in Eliminating the Need for a Second Set of Osmotic Dilators Prior to Dilation and Evacuation Between 19-24 Weeks: A Randomized Trial,"A common practice for preparation for surgical abortion after 19 weeks gestation is the placement of multiple sets of osmostic dilators 1-2 days prior to the procedure. The investigators aim to study the addition of mifepristone as an adjunct to cervical dilation prior to abortion between 19-24 weeks gestation, and its potential to minimize the number of painful procedures and time in clinic (or away from work/home) that multiple sets of dilators can require. The investigators hypothesize that one set of dilators with mifepristone will result in similar procedure times and decreased total time as two sets of dilators.","Inclusion Criteria:~>18 years old~Viable, Singleton pregnancy~Voluntarily seeking abortion between 19 and 24wks gestation~Able to give informed consent and comply with study protocol~Fluent in English or Spanish~Exclusion Criteria:~Allergy to misoprostol or mifepristone","abortion, induced",1,The investigators aim to study the addition of mifepristone as an adjunct to cervical dilation prior to abortion between 19-24 weeks gestation,1,
81,NCT01047748,A Randomized Clinical Trial of Intra-fetal Versus Intra-amniotic Digoxin Prior to Second-Trimester Pregnancy Termination,The purpose of our study is to determine the optimum route for the injection of digoxin prior to second-trimester surgical abortion.,Inclusion Criteria:~at least 18 years old~English or Spanish speaking~be able to give informed consent~documented fetal cardiac activity.~Exclusion Criteria:~significant medical illness or cardiovascular disease~current use of cardiac or antihypertensive medications~cardiac arrhythmia on preoperative EKG~multiple gestation~morbid obesity (BMI greater than 40)~known digoxin allergy,induced abortion,1,The purpose of our study is to determine the optimum route for the injection of digoxin prior to second-trimester surgical abortion.,1,
82,NCT01541293,Intrauterine Lidocaine for Pain Control During Laminaria Insertion Prior to Dilation & Evacuation (D&E),This is a study to investigate whether instilling a small amount of liquid lidocaine into the uterus will decrease pain felt by women during laminaria insertions done for cervical dilation prior to second trimester abortion.~The investigators hypothesize that women who receive intrauterine lidocaine in addition to a paracervical block will experience less pain than women who receive only a paracervical block.,"Inclusion Criteria:~Can sign informed consent~Healthy pregnant females~Weight over 45kg~Seeking abortion by dilation and evacuation in the second trimester of pregnancy~Gestational age 14-24 weeks confirmed by clinic ultrasound~Exclusion Criteria:~Known allergy or previous reaction to lidocaine, bupivicaine or other anesthetic agent~Known allergy or previous reaction to ibuprofen or other NSAID","abortion, induced~pain management",1,Seeking abortion by dilation and evacuation in the second trimester of pregnancy,1,
83,NCT01830881,An Evaluation of Oral Midazolam for Anxiety and Pain in First-trimester Surgical Abortion: a Randomized Controlled Trial,"The purpose of this study is to determine the level of pain, anxiety and side effects that women experience with a surgical abortion and the effect that the anti-anxiety medication, midazolam, might have when used along with ibuprofen and a paracervical block (PCB) instead of the standard pain treatment of only ibuprofen and a PCB.","Inclusion Criteria:~Aged 18 years or older~Voluntarily requesting surgical pregnancy termination~Pregnancy with intrauterine gestational sac between 6 0/7 and 10 6/7 weeks gestation, dated by ultrasound~Eligible for suction aspiration~English or Spanish speaking~Good general health~Able and willing to give informed consent and agree to terms of the study~Have assistance home; no driving for 24 hours~Exclusion Criteria:~- Gestational ages 11 0/7 weeks or more~Gestational age less than 6 0/7 weeks~Incomplete abortion~Premedication with misoprostol~Use of narcotic pain or anti-anxiety medication within past 24 hours~Use of heroin or methadone within last 3 months~Chronic alcoholism or alcohol intoxication within past 24 hours~Requested narcotics or Intravenous sedation (prior to randomization)~Allergic reaction or allergy to cherry/cherry flavoring or lidocaine or non-steroidal anti-inflammatory drugs (NSAIDs)~Allergic reaction or sensitivity to benzodiazepines including hyperactive or aggressive behavior (paradoxical reaction)~Medical problem necessitating inpatient procedure~Untreated acute cervicitis or pelvic inflammatory disease~Known acute narrow-angle glaucoma~Weighing less than 100 lb (45 kg)~Use of potent medications interfering with microsomal metabolism within past 48 hours (carbamazepine (Tegretol), cimetidine (Tagamet), diltiazem (Cardizem), erythromycin, fluconazole (Diflucan), itraconazole (Sporanox), ketoconazole (Nizoral), phenobarbital, phenytoin (Dilantin), nelfinavir, ranitidine (Zantac), rifampin (Rifadin), ritonavir (Norvir), saquinavir, verapamil (Calan))",anxiety~nausea~pain,1,Voluntarily requesting surgical pregnancy termination,1,
84,NCT01436266,Effect of Preoperative Buccal Misoprostol on Blood Loss in Second-trimester,"Misoprostol is a medication used extensively in obstetrics and gynecology for its ability to aid in softening the cervix as well as decreasing blood loss after abortion or vaginal delivery. Opinions vary as to its usefulness in aiding in cervical dilation, and in decreasing blood loss. The investigators propose to conduct a randomized, placebo-controlled trial to evaluate whether misoprostol given buccally 2 hours prior to second trimester surgical abortion decreases blood loss from the procedure. The investigators will also assess whether misoprostol improves cervical dilation, changes the length of the procedure, changes the need for additional mechanical dilation, changes the subjective ease of the procedure, and changes a woman's pain.",Inclusion Criteria:~English or Spanish speaking~Gestational age between 16 weeks 6 days and 20 weeks 6 days gestation by ultrasound dating on the day of enrollment~Ultrasound used for dating purposes must be within the last two weeks.~Women 18-50 years of age undergoing surgical termination of pregnancy~Exclusion Criteria:~Spontaneous fetal demise~Ruptured membranes or intrauterine infection~Fibroids that significantly distort the uterine shape~Uterine abnormality such as unicornuate uterus~Prior transmural myomectomy~Severe oligohydramnios~Morbid obesity with BMI>45~Inability to place osmotic dilators,abortion~blood loss,1,"The investigators propose to conduct a randomized, placebo-controlled trial to evaluate whether misoprostol given buccally 2 hours prior to second trimester surgical abortion decreases blood loss from the procedure.",1,
85,NCT02725710,Gabapentin as an Adjunct to Perioperative Pain Management Regimens for Uterine Aspiration: a Randomized Controlled Trial,This is a randomized controlled double-blind placebo-controlled trial evaluating the impact of gabapentin given preoperatively on perioperative pain scores for women receiving uterine aspiration between 6 and 14+6 weeks gestation. This study will be a trial included in a prospective meta-analysis evaluating the use of gabapentin on perioperative pain in the abortion setting.,"Inclusion Criteria:~Women >=18 years-old~Presenting for a surgical abortion~No contraindication to outpatient abortion~No contraindication to gabapentin~Fluency in English and able to provide informed consent~Exclusion Criteria:~Allergy, sensitivity or contraindication to gabapentin~Severe renal disease~Currently using gabapentin or pregalabin",other abortion~spontaneous abortion,1,This study will be a trial included in a prospective meta-analysis evaluating the use of gabapentin on perioperative pain in the abortion setting.,1,
86,NCT01751087,Cervical Preparation Before Dilation and Evacuation in the Second Trimester: A Multicenter Randomized Trial Comparing Osmotic Dilators Alone to Dilators Plus Adjunctive Misoprostol or Adjunctive Mifepristone.,"The purpose of this research study is to compare three different ways of opening a woman's cervix before her second-trimester surgical abortion.~Osmotic dilators: small rods that, when inserted into the cervix, gently expand to open the cervix~Osmotic dilators plus mifepristone, a medicine that is swallowed~Osmotic dilators plus misoprostol, a medicine that is placed between the cheek and gum~Hypotheses:~adding buccal misoprostol 3 hours preoperatively will significantly improve dilation compared to laminaria alone, making procedures faster, easier and safer.~adding oral mifepristone at the time of laminaria placement will confer a similar benefit.~the efficacy of adjunctive misoprostol and mifepristone will be influenced by gestational age, with women later in gestation having increased efficacy from these agents.~significantly more patients who receive adjunctive misoprostol or mifepristone will have adequate initial dilation, fewer will require manual dilation or additional cervical preparation and there will be fewer complications in these arms, although complication rates will be low and we will only be able to detect relatively large differences.~patients will prefer to have the procedure done as quickly as possible with as little discomfort as possible, that cervical ripening with adjunctive misoprostol will be associated with more cramping than osmotic dilators alone and that mifepristone will be well tolerated and may not cause more cramping or other side effects than osmotic dilators alone.",Inclusion Criteria:~18 years and older~Able to give informed consent~Medically eligible for outpatient second trimester pregnancy termination at the clinical site~English-speaking or Spanish-speaking at sites with ability to obtain informed consent in Spanish~Exclusion Criteria:~Active bleeding (>1 pad/hour) or hemodynamically unstable at enrollment~Signs of chorioamnionitis or clinical infection at enrollment~Signs of spontaneous labor or cervical insufficiency at enrollment~Spontaneous intrauterine fetal demise~Patient incarcerated~Allergy to mifepristone or misoprostol~Chronic steroid use or adrenal insufficiency~Porphyria~Inflammatory bowel disease requiring treatment,"abortion, induced",1,The purpose of this research study is to compare three different ways of opening a woman's cervix before her second-trimester surgical abortion.,1,
