NCT_ID,AnyPregGPT,Preg_Only_GPT,Category,Secondary category,Pain,Summary,Certainty
NCT00504465,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"The trial focuses on comparing sequential and simultaneous use of dinoprostone and oxytocin for labor induction at term with intact membranes and an unripe cervix. The inclusion criteria specify pregnant individuals at or beyond 36 weeks of gestation, and the study aims to add data on fetal safety. Therefore, it fits under 'Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)'.",100
NCT02862912,1,0,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1,"The study focuses on comparing two spinal anesthetics for cervical cerclage, a procedure related to preventing pre-term labor due to cervical insufficiency. It involves pregnant women, but not exclusively, and evaluates pain management drugs.",95
NCT02970552,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",0,"This trial investigates the use of vaginal progesterone to reduce preterm birth among pregnant women receiving antiretroviral therapy. The primary focus is on preventing preterm birth, which fits into the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage.' Since the study involves HIV-infected pregnant women, it also fits well into the secondary category of 'HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria).' The trial exclusively enrolls pregnant women, hence 'Preg_Only_GPT' is 1.",95
NCT03107754,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"The trial involves pregnant women undergoing first trimester uterine aspirations, which falls under the category of abortion/fetal demise/dilation and evacuation/dilation and curettage. The study aims to compare pain management techniques, specifically buffered versus plain lidocaine, making pain management a key focus.",95
NCT00879190,1,1,21. Other infectious disease prevention/treatment (non-vaccine),"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",0,"The trial compares two antibiotic regimens for treating chorioamnionitis, an infection of the placenta and amniotic membranes in pregnant women. The study exclusively enrolls pregnant women in labor or undergoing induction of labor, making it relevant to both infectious disease treatment and labor management.",95
NCT03670836,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"The study compares the efficacy of Dilapan and Misoprostol for cervical ripening in women undergoing labor induction at or more than 37 weeks gestation. The trial exclusively enrolls pregnant women and focuses on labor induction, fitting well into the category of labor management.",100
NCT03187002,1,0,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"The trial focuses on pain control during first-trimester surgical abortion using TENS. It involves pregnant individuals seeking abortion, thus falling under the category of abortion-related studies. Pain management is a primary outcome, justifying the 'Pain' variable.",100
NCT03856164,1,1,15. C-section/caesarean,28. Postpartum sepsis/hemorrhage/complications,0,"The trial investigates the use of tranexamic acid (TXA) to prevent hemorrhage in women undergoing elective repeat cesarean deliveries. The study aims to quantify blood loss with and without TXA administration. The inclusion criteria specify pregnant women undergoing scheduled cesarean deliveries, making it clear that the trial is focused on pregnant individuals. The primary category is 'C-section/caesarean' due to the focus on cesarean deliveries, and the secondary category is 'Postpartum sepsis/hemorrhage/complications' because the study aims to prevent hemorrhage, a common postpartum complication.",100
NCT01800162,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,0,"This trial focuses on the management of women with a persisting pregnancy of unknown location (PPUL), which puts them at risk for ectopic pregnancy. The study involves different treatment strategies including uterine evacuation and methotrexate, which are relevant to the category of abortion/fetal demise. The trial exclusively enrolls pregnant individuals, hence the classification.",95
NCT01682928,1,1,8. Fetal growth/IUGR/Fetal Growth Retardation,None,0,"The trial assesses the efficacy of subtotal immersion therapy to improve maternal and fetal hemodynamic status and reverse oligohydramnios. The primary outcome is measured by Amniotic Fluid Volume (AFV). The trial exclusively enrolls pregnant individuals diagnosed with oligohydramnios, making it a pregnancy-only study. The focus on fetal growth and hemodynamic status aligns it with the category of Fetal growth/IUGR/Fetal Growth Retardation.",95
NCT01577628,1,0,29. Other - infant disease or injury,None,0,"The trial involves pregnant women and their newborns to study the prevention of atopic dermatitis in infants using a moisturizer. The primary focus is on infant health, specifically the prevention of atopic dermatitis, which classifies it under 'Other - infant disease or injury'. There is no indication that the trial is exclusively for pregnant individuals, nor does it involve pain management.",95
NCT02950935,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"This study focuses on the efficacy of natural progesterone in maintaining early pregnancy in women with symptoms of threatened abortion, which directly relates to the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage.' The inclusion criteria specify pregnant women, making it clear that only pregnant individuals can enroll. Additionally, the study aims to reduce pain and uterine contractions, justifying the 'Pain' variable as 1.",95
NCT05132829,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,21. Other infectious disease prevention/treatment (non-vaccine),0,"The trial evaluates the use of azithromycin to prolong gestation in pregnant women undergoing exam indicated cerclage, which directly relates to the prevention of pre-term labor and cervical insufficiency. The use of an antibiotic also suggests a secondary focus on infectious disease prevention.",95
NCT02932475,1,1,9. Diabetes (Type I or Type II ONLY),None,0,"The trial focuses on the safety and efficacy of metformin added to insulin for treating type 2 diabetes mellitus (T2DM) among pregnant women. It exclusively enrolls pregnant women with T2DM, making it a clear fit for the category 'Diabetes (Type I or Type II ONLY)'. There is no indication of pain management being a part of the study.",100
NCT03248297,1,1,28. Postpartum sepsis/hemorrhage/complications,None,0,"This study focuses on preventing peripartum infection and sepsis in laboring high-risk women, specifically those with prolonged rupture of membranes or prolonged labor. The trial exclusively enrolls pregnant women, making it a pregnancy-only study. The primary focus is on postpartum sepsis and related complications, fitting well into the category of postpartum sepsis/hemorrhage/complications.",95
NCT03801252,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",30. Other - maternal/parental/pregnant person disease or injury,0,"This trial focuses on the use of antibiotic prophylaxis to prevent complications during labor induction in morbidly obese nulliparous women at term. The primary category is labor induction/labor management, and a secondary category is maternal disease or injury due to the focus on obesity-related complications.",95
NCT05458765,1,0,"4. HIV (non-PMTCT, NO malaria, NO tuberculosis)",None,0,"This study evaluates the acceptability and adherence to two different HIV prevention medications in adolescent girls and young women. Pregnant individuals can enroll if they meet certain health criteria, but the study is not exclusively for pregnant individuals. The primary focus is on HIV prevention, not on pregnancy-related conditions.",95
NCT05839899,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,0,"The trial focuses on the use of mifepristone and misoprostol for medication abortion in patients with a pregnancy of unknown location. It aims to determine if two doses of misoprostol lead to a higher rate of completed abortion. The study exclusively enrolls pregnant individuals seeking medication abortion, fitting the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage'. There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT04612920,1,1,15. C-section/caesarean,17. Opioid use disorder/Substance use disorder/OUD/SUD,1,"The trial focuses on optimizing post-operative pain management for women undergoing cesarean delivery, aiming to reduce the risk of persistent opioid use. This fits primarily under 'C-section/caesarean' due to the focus on cesarean delivery complications and secondarily under 'Opioid use disorder/Substance use disorder/OUD/SUD' due to the emphasis on reducing opioid use. Pain management is a key aspect of the study.",95
NCT01390051,1,1,8. Fetal growth/IUGR/Fetal Growth Retardation,None,0,"The trial investigates the effect of low molecular weight heparin on birth weight in pregnancies complicated by fetal growth restriction. The inclusion criteria specifically target pregnant individuals with intrauterine growth restriction (IUGR), making it a pregnancy-only study. The primary focus is on fetal growth, fitting well into the category of 'Fetal growth/IUGR/Fetal Growth Retardation'. There is no indication that the study involves pain management.",100
NCT05027048,1,1,15. C-section/caesarean,28. Postpartum sepsis/hemorrhage/complications,0,"This trial focuses on the prevention of blood loss from uterine atony during cesarean delivery, which is a complication specific to pregnant individuals undergoing C-section. The primary aim is to manage uterine atony and prevent postpartum hemorrhage, which are significant complications post-delivery.",95
NCT05370820,1,1,28. Postpartum sepsis/hemorrhage/complications,15. C-section/caesarean,0,"This trial focuses on the prevention of postpartum hemorrhage in pregnant women undergoing cesarean or vaginal delivery. It involves the administration of Tranexamic Acid (TXA) to determine the optimal dose and route of administration. The study exclusively enrolls pregnant women, making it a pregnancy-only trial. The primary category is postpartum complications, specifically hemorrhage, with a secondary focus on cesarean sections.",95
NCT02083809,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,28. Postpartum sepsis/hemorrhage/complications,1,"The trial focuses on evaluating the use of oxytocin to reduce blood loss during dilation and evacuation (D&E) procedures, which are performed for pregnancy termination or fetal demise. The study includes pregnant individuals at 18-24 weeks gestation and assesses outcomes related to bleeding, patient satisfaction, and pain management.",95
NCT03386240,1,1,15. C-section/caesarean,21. Other infectious disease prevention/treatment (non-vaccine),0,"The trial focuses on the use of antibacterial-coated sutures to reduce surgical site infections after cesarean delivery. It exclusively enrolls pregnant individuals undergoing cesarean sections, making it fit into the 'C-section/caesarean' category. The secondary category is 'Other infectious disease prevention/treatment (non-vaccine)' due to the focus on preventing surgical site infections.",95
NCT05955040,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,None,0,"This trial focuses on the treatment of elevated blood pressures in early pregnancy, specifically targeting pregnancy-induced hypertension. The inclusion criteria specify pregnant individuals between 12 and 16 weeks gestation with elevated blood pressure, and the trial involves randomization to different treatment groups. Therefore, it fits best under the category of 'Hypertension/pre-eclampsia/eclampsia/HELLP syndrome.'",100
NCT02939742,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"The trial focuses on the use of antenatal corticosteroids in pregnant women with preterm premature rupture of membranes (PPROM) to decrease neonatal morbidity. This directly relates to the prevention of pre-term labor and premature birth. The study exclusively enrolls pregnant women, hence the classification of Preg_Only_GPT as 1.",100
NCT03678675,1,0,15. C-section/caesarean,17. Opioid use disorder/Substance use disorder/OUD/SUD,1,"The trial evaluates the efficacy of increased ketorolac in reducing opioid use after cesarean section, which directly relates to post-operative pain management and cesarean section complications. The primary category is 'C-section/caesarean' due to the focus on cesarean section patients. The secondary category is 'Opioid use disorder/Substance use disorder/OUD/SUD' because the study aims to reduce opioid use. Pregnant individuals can enroll, but the trial is not exclusive to them.",95
NCT02911662,1,1,24. UTI,None,0,"This trial investigates the efficacy of a three-day versus seven-day antimicrobial treatment for asymptomatic bacteriuria in pregnant women. The inclusion criteria specify that only pregnant women are eligible, making it a pregnancy-specific study. The primary condition being studied is asymptomatic bacteriuria, which falls under urinary tract infections (UTI). There is no mention of pain management in the trial.",100
NCT00967382,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,8. Fetal growth/IUGR/Fetal Growth Retardation,0,"The TIPPS trial evaluates the use of low-molecular-weight heparin (LMWH) in preventing pregnancy complications such as preeclampsia, intrauterine growth restriction (IUGR), and venous thromboembolism (VTE) in pregnant women with thrombophilia. The trial exclusively enrolls pregnant women, making it a pregnancy-only study. The primary category is hypertension/pre-eclampsia/eclampsia/HELLP syndrome due to the focus on preventing preeclampsia. The secondary category is fetal growth/IUGR/Fetal Growth Retardation because the study also aims to prevent IUGR.",95
NCT01324466,1,0,21. Other infectious disease prevention/treatment (non-vaccine),None,0,"The trial evaluates the safety and efficacy of NB-001 in subjects with recurrent herpes labialis. Pregnant individuals can enroll at the investigator's discretion, but the trial is not exclusively for pregnant individuals. The primary focus is on treating an infectious disease (herpes labialis), and there is no mention of pain management.",95
NCT00074581,1,0,"4. HIV (non-PMTCT, NO malaria, NO tuberculosis)",None,0,"This study evaluates the effectiveness of antiretroviral therapy plus HIV primary care versus HIV primary care alone to prevent the sexual transmission of HIV-1 in serodiscordant couples. Pregnant individuals can enroll, but the trial is not exclusively for pregnant individuals. The primary focus is on HIV prevention in serodiscordant couples, fitting best under 'HIV (non-PMTCT, NO malaria, NO tuberculosis)'.",95
NCT00802139,1,1,6. Anemia,None,0,"This trial focuses on comparing the efficacy and safety of intravenous iron sucrose with oral iron acetyl-transferrin in pregnant women with iron deficiency anemia. The inclusion criteria specify that participants must be pregnant women aged over 18 years and between 30-32 weeks of gestation. The primary condition being studied is iron deficiency anemia, which fits into the category of 'Anemia'. There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT00811421,1,1,5. Malaria (with or without HIV),"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",0,"The trial evaluates the safety and efficacy of Mefloquine as an intermittent preventive treatment for malaria in pregnant women, comparing it to Sulfadoxine-Pyrimethamine. The study includes pregnant women up to 28 weeks of gestation and also considers HIV seropositive women for one of the trials. The primary focus is on malaria prevention, with a secondary focus on HIV prevention in pregnancy.",95
NCT00474045,1,1,9. Diabetes (Type I or Type II ONLY),None,0,"This trial focuses on comparing the efficacy and safety of insulin detemir versus human insulin in pregnant women with type 1 diabetes. The inclusion criteria specifically target pregnant women or those planning to become pregnant, making it clear that the trial is exclusively for pregnant individuals. The primary condition being studied is type 1 diabetes, fitting well into the category of 'Diabetes (Type I or Type II ONLY)'. There is no indication that pain management is a focus of this trial.",100
NCT04701333,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"The trial investigates the use of cabergoline to prevent breast engorgement and milk leakage after second-trimester abortions or perinatal loss. It specifically targets pregnant individuals undergoing induced abortion or experiencing fetal demise. The study addresses the management of painful breast engorgement, which is a significant concern for this population.",95
NCT01615731,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,The trial focuses on the use of mifepristone to potentially reduce the number of painful procedures required for cervical dilation prior to abortion between 19-24 weeks gestation. This directly relates to the category of abortion and involves pain management.,100
NCT04368364,1,1,15. C-section/caesarean,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1,"The trial focuses on comparing different analgesic methods for post-cesarean section pain management, specifically targeting pregnant individuals undergoing elective C-sections. The primary category is C-section/caesarean due to the focus on postoperative pain management following this procedure. The secondary category is labor induction/labor management because it involves labor and delivery management. Pain management is a key aspect of the study.",95
NCT03088410,1,0,"4. HIV (non-PMTCT, NO malaria, NO tuberculosis)",None,0,"The study involves both HIV-infected and uninfected pregnant women and their infants, focusing on the metabolic outcomes of HIV-exposed uninfected children. It does not exclusively enroll pregnant individuals but includes them as part of the study population. The primary focus is on HIV and its effects on insulin sensitivity in children, fitting best under 'HIV (non-PMTCT, NO malaria, NO tuberculosis)'.",95
NCT04279054,1,1,15. C-section/caesarean,17. Opioid use disorder/Substance use disorder/OUD/SUD,1,"The trial focuses on comparing different doses of morphine in epidural anesthesia to reduce side effects and opioid use in women undergoing scheduled cesarean delivery. It specifically targets pregnant women and involves pain management, making it relevant to both C-section/caesarean and opioid use disorder categories.",95
NCT02911701,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,28. Postpartum sepsis/hemorrhage/complications,1,"This study focuses on the effect of acetaminophen versus ibuprofen on postpartum blood pressure control in women diagnosed with preeclampsia with severe features. The primary outcome is the duration of postpartum severe-range hypertension, which directly relates to hypertensive disorders of pregnancy. The study also involves pain management, as it compares two pain control medications. The secondary category is postpartum complications due to the focus on postpartum blood pressure control.",95
NCT05487196,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,1,"This trial focuses on comparing the effectiveness of different adjuncts for labor epidural analgesia, which is directly related to labor management. The inclusion criteria specify term pregnancy and planned vaginal delivery, indicating that only pregnant individuals are enrolled. The trial evaluates pain management drugs (clonidine, dexmedetomidine, and fentanyl) for labor analgesia.",100
NCT06049160,1,1,15. C-section/caesarean,28. Postpartum sepsis/hemorrhage/complications,0,"The trial focuses on the use of rectal misoprostol to reduce blood loss during and after elective cesarean sections. It exclusively involves pregnant individuals undergoing cesarean delivery, making it a clear fit for the 'C-section/caesarean' category. The secondary category 'Postpartum sepsis/hemorrhage/complications' is relevant due to the focus on blood loss management. Pain management is not a primary focus of this trial.",95
NCT05745935,1,1,15. C-section/caesarean,None,0,"The trial focuses on the role of local skin incision infiltration by oxytocin on wound healing of caesarean section scars in primiparous women. It specifically targets pregnant women undergoing elective caesarean sections, making it a clear fit for the category 'C-section/caesarean'. There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT01047748,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,0,"The trial focuses on determining the optimum route for the injection of digoxin prior to second-trimester surgical abortion, which directly involves pregnant individuals. The inclusion and exclusion criteria confirm that only pregnant individuals are enrolled. The primary focus is on induced abortion, fitting the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage'. There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT03651531,1,1,10. Gestational diabetes,None,0,"This study focuses on comparing insulin alone to a combination of insulin and metformin for treating gestational diabetes mellitus (GDM) in pregnant women. The inclusion criteria specifically target pregnant individuals diagnosed with GDM, and the study aims to achieve better glucose control during pregnancy.",100
NCT01488526,1,1,21. Other infectious disease prevention/treatment (non-vaccine),None,0,"This trial evaluates the use of Tenofovir Disoproxil Fumarate in late pregnancy to prevent vertical transmission of Hepatitis B Virus (HBV) in highly viremic mothers. The study focuses on pregnant women with high levels of HBV DNA and aims to assess the drug's safety and efficacy in reducing HBV transmission to infants. The trial exclusively enrolls pregnant women, making it a 'Preg_Only_GPT' study. The primary category is 'Other infectious disease prevention/treatment (non-vaccine)' as it deals with preventing HBV transmission.",95
NCT02300948,1,0,7. Nutrition supplementation/Vitamin D/folic acid (DO NOT INCLUDE IRON OR ANEMIA),None,0,"The study focuses on optimizing periconceptional and prenatal folic acid supplementation, assessing folate pharmacokinetics and concentrations in non-pregnant and pregnant women. It includes both non-pregnant women and those planning or early in pregnancy, indicating that pregnant individuals can enroll but it is not exclusive to them. The primary focus is on folic acid supplementation.",95
NCT00109590,1,1,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,0,"This study focuses on the effectiveness of different anti-HIV drug regimens in reducing nevirapine resistance mutations in HIV-infected pregnant women. The inclusion criteria specifically target pregnant women, and the study aims to prevent mother-to-child transmission of HIV.",100
NCT02777190,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"The trial focuses on comparing oral and vaginal misoprostol for cervical ripening and induction of labor, which directly relates to labor management. The inclusion criteria specify pregnant individuals, and the study does not involve pain management.",100
NCT02872935,1,1,15. C-section/caesarean,27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,1,"The trial involves pregnant individuals undergoing elective cesarean sections under spinal anesthesia, aiming to minimize perioperative nausea and vomiting and provide good intra and post-operative pain relief. The primary focus is on cesarean sections, with a significant aspect of managing nausea and vomiting, and pain relief.",95
NCT04028765,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,0,"The trial focuses on the induction of labor (IOL) in nulliparous women with term premature rupture of membranes (PROM). It compares the effectiveness of oxytocin (Pitocin) and oral misoprostol in reducing the interval to delivery. The primary category is labor induction/management, and a secondary category is prevention of pre-term labor due to the focus on PROM.",95
NCT01549587,1,1,30. Other - maternal/parental/pregnant person disease or injury,None,0,"This study focuses on evaluating the impact of advanced oral hygiene on gingivitis and maternity outcomes in pregnant women. The inclusion criteria specifically require participants to be pregnant, and the study aims to track changes in oral health during pregnancy. Therefore, it fits best under '30. Other - maternal/parental/pregnant person disease or injury.' There is no indication that the study involves pain management.",95
NCT02835339,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,None,0,"The trial focuses on understanding how magnesium sulfate is metabolized in obese pregnant women with preeclampsia. It aims to improve treatment regimens for pregnant women by considering factors that affect magnesium levels. The study exclusively enrolls pregnant women with preeclampsia, making it fit well into the category of 'Hypertension/pre-eclampsia/eclampsia/HELLP syndrome.'",100
NCT02221830,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,28. Postpartum sepsis/hemorrhage/complications,0,"The trial focuses on evaluating the efficacy of postpartum oxytocin infusion to reduce blood loss in patients with pre-eclampsia. The inclusion criteria specify that participants must have a diagnosis of pre-eclampsia and be treated with magnesium sulfate postpartum, indicating a focus on hypertensive disorders in pregnancy. The study also addresses postpartum hemorrhage, which justifies the secondary category.",95
NCT00564174,1,1,30. Other - maternal/parental/pregnant person disease or injury,None,0,"The trial compares the live birth rate in women with recurrent pregnancy loss and autoantibodies using low molecular weight heparin plus aspirin versus aspirin alone. The inclusion criteria specify confirmed pregnancy, and the condition involves recurrent pregnancy loss and antiphospholipid antibody syndrome, which fits under maternal disease or injury.",95
NCT00564785,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,1,"The trial evaluates the effectiveness of Synera™ analgesic patch versus lidocaine for pain management during epidural needle insertion in laboring women. It exclusively enrolls pregnant individuals who are in labor, making it fit into the category of labor management. Pain management is a key focus of the study.",100
NCT00194987,1,1,30. Other - maternal/parental/pregnant person disease or injury,None,0,"The trial focuses on the antenatal treatment of alloimmune thrombocytopenia, a condition affecting pregnant women and their fetuses. The inclusion criteria specifically target pregnant women with known platelet incompatibility with their fetus, and the study aims to manage the condition to improve fetal platelet count and minimize invasive procedures. This makes it a maternal/parental/pregnant person disease or injury category.",95
NCT04017442,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",32. Postpartum depression/postpartum psychosis,1,"The trial involves pregnant women in labor and evaluates the use of neuraxial preservative-free morphine for pain management after normal spontaneous vaginal delivery. It also considers postpartum depression and opioid consumption, making it relevant to labor management and postpartum depression.",95
NCT03052270,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"The trial focuses on comparing the effectiveness of vaginal progesterone versus a combination of vaginal progesterone and Arabin cervical pessary in preventing preterm delivery among pregnant individuals with incidental shortened cervical length. The study exclusively enrolls pregnant women, making it a clear fit for the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage.' There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT06273891,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,21. Other infectious disease prevention/treatment (non-vaccine),0,"This trial focuses on identifying the best antibiotic treatment for pregnant individuals experiencing preterm prelabor rupture of membranes (PPROM). The study involves comparing the effectiveness of azithromycin and erythromycin in prolonging pregnancy and reducing risks associated with prematurity. The primary category is related to the prevention of pre-term labor and premature birth, while the secondary category involves infectious disease treatment.",95
NCT05345457,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,21. Other infectious disease prevention/treatment (non-vaccine),0,"This trial focuses on the effect of oral antibiotics on latency following previable, prelabor rupture of membranes (pPROM) between 18 and 22 weeks gestational age. The primary condition is preterm labor and premature birth, fitting well into the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage'. The use of antibiotics also suggests a secondary category of 'Other infectious disease prevention/treatment (non-vaccine)'.",95
NCT04303702,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"This trial investigates the utility of oxytocin administration in the second stage of labor, specifically targeting nulliparous pregnant women at or beyond 37 weeks gestation. The focus on labor management and induction aligns it with the category of labor induction/labor management/other labor and delivery.",95
NCT05920122,1,1,15. C-section/caesarean,21. Other infectious disease prevention/treatment (non-vaccine),0,"This trial compares the efficacy of two different formulations of Chlorhexidine surgical skin preparation in preventing cesarean section wound infections. The study exclusively involves women undergoing cesarean delivery, making it relevant to the category of C-section/caesarean. Additionally, it focuses on preventing surgical site infections, which aligns with the category of other infectious disease prevention/treatment.",95
NCT01541293,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"This study investigates the use of intrauterine lidocaine for pain control during laminaria insertion prior to dilation and evacuation (D&E) for second trimester abortion. The trial exclusively enrolls pregnant individuals seeking abortion, and it evaluates a pain management intervention.",100
NCT05289869,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"This trial focuses on comparing high and low dose oxytocin regimens for the induction of labor in pregnant patients with obesity. The primary aim is to determine the optimal dosing of oxytocin for labor induction, which falls under labor management. The trial exclusively enrolls pregnant individuals, hence the classification under 'Preg_Only_GPT'.",100
NCT04478942,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,0,"The trial focuses on labor induction methods for women with prelabor rupture of membranes, comparing oral misoprostol and intravenous oxytocin. It exclusively involves pregnant individuals and addresses labor management and prelabor rupture of membranes.",95
NCT03595982,1,0,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,None,0,"The trial investigates the efficacy of Procardia XL in controlling blood pressure in pregnant and postpartum women with hypertension, including those with preeclampsia and gestational hypertension. The study focuses on comparing different dosing regimens of nifedipine, a first-line antihypertensive agent considered safe during pregnancy.",100
NCT04479072,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,None,0,"This trial focuses on the use of aspirin to manage cardiac dysfunction in women diagnosed with preeclampsia, a condition related to hypertension during pregnancy. The inclusion criteria specify that only pregnant individuals diagnosed with preeclampsia are eligible, making it a trial exclusively for pregnant individuals. The primary focus is on preeclampsia, fitting the category of hypertension/pre-eclampsia/eclampsia/HELLP syndrome. There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT06036446,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"This trial focuses on the use of cervical cerclage to reduce the risk of preterm birth in pregnant individuals with a short cervical length. The inclusion criteria specifically target pregnant individuals, and the condition being studied is premature birth, which fits well under the category of prevention of pre-term labor and related conditions.",100
NCT03009526,1,1,5. Malaria (with or without HIV),None,0,"This study aims to compare the efficacy of two intermittent preventive treatments in pregnancy (IPTp) for malaria among HIV-negative women in Malawi. The inclusion criteria specifically target pregnant women, and the primary condition being studied is malaria, which fits the category of 'Malaria (with or without HIV)'. There is no indication that the study involves pain management.",100
NCT01870583,1,1,15. C-section/caesarean,None,0,"The trial compares different surgical skin preparation solutions for women undergoing non-emergency cesarean delivery to determine the best outcome for surgical site infection. The inclusion criteria specify pregnant women at gestational age > 37 weeks, and the study follows participants until their postpartum visit.",100
NCT03570632,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,9. Diabetes (Type I or Type II ONLY),0,"This trial focuses on the prevention of hypertensive disorders of pregnancy (HDP) in pregnant women with type 1 diabetes mellitus (DM) using metformin. The primary condition being addressed is preeclampsia, which falls under the category of hypertension/pre-eclampsia/eclampsia/HELLP syndrome. Since the trial specifically targets pregnant women with type 1 DM, it also fits well under the secondary category of diabetes (Type I or Type II ONLY). The trial does not involve pain management.",95
NCT01390246,1,1,20. Smoking cessation,None,0,"This trial evaluates the safety and efficacy of bupropion SR combined with behavioral counseling for smoking cessation during pregnancy. The inclusion criteria specifically target pregnant individuals, and the primary focus is on smoking cessation.",100
